등급,어휘,품사,日本語品詞,어종,원어,日本の漢字,外来語,의미,定義の日本語訳,日本語訳,tags
1등급,싸다,동사,動詞,고유어,,,,"[1]물건을 안에 넣고 보이지 않게 씌워 가리거나 둘러 말다.
[2]「1」어떤 물체의 주위를 가리거나 막다.
[2]「2」어떤 물건을 다른 곳으로 옮기기 좋게 상자나 가방 따위에 넣거나 종이나 천, 끈 따위를 이용해서 꾸리다.",[1]物を中に入れて見えないように覆ったり包んだりする。 [2]「1」ある物体の周りを覆ったり塞いだりする。 [2]「2」ある物を他の場所へ移動しやすく箱や袋などに入れたり、紙や布、紐などを使ったりして整える。,包む,等級:1 語種:固有語 品詞:動詞
1등급,싸다,동사,動詞,고유어,,,,"「1」주로 어린아이가 똥이나 오줌을 참지 못하고 누다.
「2」(속되게) 똥이나 오줌을 누다.",「1」主に子供がうんちやおしっこを我慢できずにすること。 「2」(俗に)うんちやおしっこをすること。,漏らす,等級:1 語種:固有語 品詞:動詞
1등급,싸다,형용사,形容詞,고유어,,,,"「1」물건값이나 사람 또는 물건을 쓰는 데 드는 비용이 보통보다 낮다.
「2」저지른 일 따위에 비추어서 받는 벌이 마땅하거나 오히려 적다.",「1」物の値段や人または物を使うのにかかる費用が普通より低い。 「2」犯した罪などに対して受ける罰が当然であるか、むしろ少ない。,安い,等級:1 語種:固有語 品詞:形容詞
1등급,싸우다,동사,動詞,고유어,,,,"[1]「1」말, 힘, 무기 따위를 가지고 서로 이기려고 다투다.
[1]「2」경기 따위에서 우열을 가리다.
[2]시련, 어려움 따위를 이겨 내려고 애쓰다.",[1]「1」言葉、力、武器などを使って互いに勝とうと争う。 [1]「2」競技などで優劣を決める。 [2]試練、困難などを乗り越えようと努力する。,戦う,等級:1 語種:固有語 品詞:動詞
1등급,싸움,명사,名詞,고유어,,,,싸우는 일.,戦うこと。,戦い,等級:1 語種:固有語 品詞:名詞
1등급,싸이다,동사,動詞,고유어,,,,"[1]「1」물건이 보이지 않게 씌워져 가려지거나 둘려 말리다. ‘싸다01[1]’의 피동사.
[1]「2」주위가 가려지거나 막히다. ‘싸다01[2]「1」’의 피동사.
[2]헤어나지 못할 만큼 어떤 분위기나 상황에 뒤덮이다.
[3]사람들과 함께 잘 어울리다.",[1]「1」物が覆われて隠されたり包まれたりする。「包む01[1]」の受動詞。 [1]「2」周りが覆われたり塞がれたりする。「包む01[2]「1」」の受動詞。 [2]抜け出せないほどある雰囲気や状況に覆われる。 [3]人々とよく付き合う。,包まれる,等級:1 語種:固有語 品詞:動詞
1등급,싹,명사,名詞,고유어,,,,"「1」씨, 줄기, 뿌리 따위에서 처음 돋아나는 어린잎이나 줄기.
「2」움트기 시작하는 현상 따위의 시초를 비유적으로 이르는 말.
「3」어떤 일이나 사람이 앞으로 잘될 것 같은 낌새나 징조.",「1」種、茎、根などから最初に出てくる若い葉や茎。 「2」芽生え始める現象などの始まりを比喩的に言う言葉。 「3」ある事や人がこれからうまくいくような気配や兆候。,芽,等級:1 語種:固有語 品詞:名詞
1등급,싹,부사,副詞,고유어,,,,"「1」종이나 헝겊 따위를 칼이나 가위로 단번에 베는 소리. 또는 그 모양. ‘삭01「1」’보다 센 느낌을 준다.
「2」거침없이 밀거나 쓸거나 비비거나 하는 소리. 또는 그 모양. ‘삭01「2」’보다 센 느낌을 준다.
「3」조금도 남기지 않고 전부. ‘삭01「3」’보다 센 느낌을 준다.",「1」紙や布などを刃物やはさみで一気に切る音。またはその様子。「삭01「1」」より強い感じを与える。 「2」遠慮なく押したり、こすったり、拭いたりする音。またはその様子。「삭01「2」」より強い感じを与える。 「3」少しも残さず全部。「삭01「3」」より強い感じを与える。,さっ,等級:1 語種:固有語 品詞:副詞
1등급,싹싹,부사,副詞,고유어,,,,"「1」종이나 헝겊 따위를 칼이나 가위로 거침없이 자꾸 베는 소리. 또는 그 모양. ‘삭삭01「1」’보다 센 느낌을 준다.
「2」거침없이 자꾸 밀거나 쓸거나 비비거나 하는 소리. 또는 그 모양. ‘삭삭01「2」’보다 센 느낌을 준다.
「3」조금도 남기지 않고 전부. ‘삭삭01「3」’보다 센 느낌을 준다.",「1」紙や布などを刃物やはさみで遠慮なく次々に切る音。またはその様子。「삭삭01「1」」より強い感じを与える。 「2」遠慮なく次々に押したり、こすったり、拭いたりする音。またはその様子。「삭삭01「2」」より強い感じを与える。 「3」少しも残さず全部。「삭삭01「3」」より強い感じを与える。,さくさく,等級:1 語種:固有語 品詞:副詞
1등급,싹트다,동사,動詞,고유어,,,,"어떤 생각이나 감정, 현상 따위가 처음 생겨나다.",ある考えや感情、現象などが初めて生まれる。,芽生える,等級:1 語種:固有語 品詞:動詞
1등급,쌀,명사,名詞,고유어,,,,"「1」벼에서 껍질을 벗겨 낸 알맹이.
「2」멥쌀을 보리쌀 따위의 잡곡이나 찹쌀에 상대하여 이르는 말.
「3」볏과에 속한 곡식의 껍질을 벗긴 알을 통틀어 이르는 말. 쌀, 보리쌀, 좁쌀 따위가 있다.",「1」稲から殻を取り除いた粒。 「2」うるち米を麦米やもち米などと対比して言う言葉。 「3」イネ科の植物の穀物の殻を取り除いた粒を総称する言葉。米、麦米、粟などがある。,米,等級:1 語種:固有語 品詞:名詞
1등급,쌀밥,명사,名詞,고유어,,,,멥쌀로 지은 밥.,うるち米で炊いたご飯。,ご飯,等級:1 語種:固有語 品詞:名詞
1등급,쌀쌀하다,형용사,形容詞,고유어,,,,"「1」날씨나 바람 따위가 음산하고 상당히 차갑다.
「2」사람의 성질이나 태도가 정다운 맛이 없고 차갑다.",「1」天気や風などが陰気でかなり冷たい。 「2」人の性格や態度に親しみのある味がなく冷たい。,肌寒い,等級:1 語種:固有語 品詞:形容詞
1등급,쌓다,동사,動詞/補助動詞,고유어,,,,"[Ⅰ][1]여러 개의 물건을 겹겹이 포개어 얹어 놓다.
[Ⅰ][2]「1」물건을 차곡차곡 포개어 얹어서 구조물을 이루다.
[Ⅰ][2]「2」밑바탕을 닦아서 든든하게 마련하다.
[Ⅰ][2]「3」경험, 기술, 업적, 지식 따위를 거듭 익혀 많이 이루다.
[Ⅰ][2]「4」재산, 명예 또는 불명예, 신뢰 또는 불신 따위를 많이 얻거나 가지다.
[Ⅱ]앞말이 뜻하는 행동을 반복하거나 그 행동의 정도가 심함을 나타내는 말.",[Ⅰ][1]複数の物を重ねて上に置く。 [Ⅰ][2]「1」物を積み重ねて構造物を作る。 [Ⅰ][2]「2」土台を整えてしっかりと準備する。 [Ⅰ][2]「3」経験、技術、業績、知識などを繰り返し習って多く成し遂げる。 [Ⅰ][2]「4」財産、名誉または不名誉、信頼または不信などを多く得るか持つ。 [Ⅱ]前の言葉が意味する行動を繰り返すか、その行動の程度が激しいことを示す言葉。,積む,等級:1 語種:固有語 品詞:動詞/補助動詞 risk:multi_pos
1등급,쌓이다,동사,動詞,고유어,,,,"[1]여러 개의 물건이 겹겹이 포개어 얹어 놓이다. ‘쌓다[Ⅰ][1]’의 피동사.
[2]「1」물건이 차곡차곡 포개어 얹어져 구조물이 이루어지다. ‘쌓다[Ⅰ][2]「1」’의 피동사.
[2]「2」밑바탕이 닦여서 든든하게 마련되다. ‘쌓다[Ⅰ][2]「2」’의 피동사.
[2]「3」경험, 기술, 업적, 지식 따위가 거듭 익혀져 많이 이루어지다. ‘쌓다[Ⅰ][2]「3」’의 피동사.
[2]「4」재산, 명예 또는 불명예, 신뢰 또는 불신 따위가 많아지다. ‘쌓다[Ⅰ][2]「4」’의 피동사.
[3]하여야 할 일이나 걱정, 피로 따위가 한꺼번에 많이 겹치다.",[1]複数の物が重ねて上に置かれる。「積む[Ⅰ][1]」の受動詞。 [2]「1」物が積み重ねられて構造物が作られる。「積む[Ⅰ][2]「1」」の受動詞。 [2]「2」土台が整えられてしっかりと準備される。「積む[Ⅰ][2]「2」」の受動詞。 [2]「3」経験、技術、業績、知識などが繰り返し習われて多く成し遂げられる。「積む[Ⅰ][2]「3」」の受動詞。 [2]「4」財産、名誉または不名誉、信頼または不信などが多くなる。「積む[Ⅰ][2]「4」」の受動詞。 [3]しなければならない事や心配、疲労などが一度に多く重なる。,積まれる,等級:1 語種:固有語 品詞:動詞
1등급,쌩쌩,부사,副詞,고유어,,,,"「1」바람이 잇따라 세차게 스쳐 지나가는 소리. 또는 그 모양.
「2」사람이나 물체가 바람을 일으킬 만큼 잇따라 빠르게 움직일 때 나는 소리. 또는 그 모양.",風が次々と激しく吹き抜ける音。またはその様子。,ひゅうひゅう,等級:1 語種:固有語 品詞:副詞
1등급,써내다,동사,動詞,고유어,,,,글씨나 글을 써서 내놓다.,文字や文章を書いて提出する。,書き上げる,等級:1 語種:固有語 品詞:動詞
1등급,썩,부사,副詞,고유어,,,,"「1」보통의 정도보다 훨씬 뛰어나게.
「2」지체 없이 빨리.",通常の程度よりはるかに優れて。,ひどく,等級:1 語種:固有語 品詞:副詞
1등급,썩다,동사,動詞,고유어,,,,"[1]「1」유기물이 부패 세균에 의하여 분해됨으로써 원래의 성질을 잃어 나쁜 냄새가 나고 형체가 뭉개지는 상태가 되다.
[1]「2」사람 몸의 일부분이 균의 침입으로 기능을 잃고 회복하기 어려운 상태가 되다.
[1]「3」쇠붙이 따위가 녹이 심하게 슬어 부스러지기 쉬운 상태가 되다.
[1]「4」물건이나 사람 또는 사람의 재능 따위가 쓰여야 할 곳에 제대로 쓰이지 못하고 내버려진 상태에 있다.
[1]「5」사회의 조직이나 기관, 또는 사람의 사고방식이나 생각 따위가 건전하지 못하고 부정이나 비리를 저지르는 상태가 되다.
[1]「6」사람의 얼굴이 윤기가 없이 검고 꺼칠한 상태가 되다.
[1]「7」흔할 정도로 많은 상태에 있다.
[2]걱정이나 근심 따위로 마음이 몹시 괴로운 상태가 되다.
[3](속되게) 본인의 의사와 관계없이 어떤 곳에 얽매여 있다.",有機物が腐敗菌によって分解され、本来の性質を失い、悪臭がして形が崩れる状態になる。 人の体の部分が菌の侵入で機能を失い回復が難しい状態になる。 金属などがひどく錆びて、もろくなりやすい状態になる。 物や人、または人の才能などが、使われるべきところにきちんと使われずに放置された状態にある。 社会の組織や機関、または人の考え方や思想などが健全でなく、不正や不正行為を犯す状態になる。 人の顔に艶がなく黒くごわついた状態になる。 ありふれているほど多い状態にある。 心配や苦悩などで心が非常に苦しい状態になる。,腐る,等級:1 語種:固有語 品詞:動詞
1등급,썰다,동사,動詞,고유어,,,,어떤 물체에 칼이나 톱을 대고 아래로 누르면서 날을 앞뒤로 움직여서 잘라 내거나 토막이 나게 하다.,物体に包丁やノコギリを当て、下へ押しながら刃を前後に動かして切り取るか、ぶつ切りにする。,切る,等級:1 語種:固有語 品詞:動詞
1등급,썰매,명사,名詞,고유어,,,,"「1」아이들이 얼음판이나 눈 위에서 미끄럼을 타고 노는 기구. 좌우에 가로로 철사를 박은 나무나 쇠붙이를 대고 그 위에 세로로 널빤지를 붙여 만든다.
「2」얼음판이나 눈 위에서 사람이나 물건을 싣고 끄는 기구.",子供が氷や雪の上を滑って遊ぶ遊具。左右に横に針金を打ち込んだ木や金属を当て、その上に縦に板をつけたもの。 氷や雪の上で人や物を乗せて引く遊具。,そり,等級:1 語種:固有語 品詞:名詞
1등급,쏘다,동사,動詞,고유어,,,,"[1]「1」활이나 총, 대포 따위를 일정한 목표를 향하여 발사하다.
[1]「2」말이나 시선으로 상대편을 매섭게 공격하다.
[2]「1」벌레가 침과 같은 것으로 살을 찌르다.
[2]「2」매운맛이나 강한 냄새가 사람의 입 안이나 코를 강하게 자극하다.",弓や銃、大砲などを一定の目標に向かって発射する。 言葉や視線で相手を激しく攻撃する。 虫が針のようなもので刺す。 辛い味や強い匂いが人の口の中や鼻を強く刺激する。,撃つ,等級:1 語種:固有語 品詞:動詞
1등급,쏘이다,동사,動詞,고유어,,,,"「1」벌레의 침과 같은 것으로 살이 찔리다. ‘쏘다[2]「1」’의 피동사.
「2」말이나 시선으로 상대편에게 매섭게 공격당하다. ‘쏘다[1]「2」’의 피동사.",虫の針のようなもので刺される。「撃つ」の受動詞。 言葉や視線で相手に激しく攻撃される。「撃つ」の受動詞。,刺される,等級:1 語種:固有語 品詞:動詞
1등급,쏙,부사,副詞,고유어,,,,"「1」안으로 깊이 들어가거나 밖으로 볼록하게 내미는 모양.
「2」쉽게 밀어 넣거나 뽑아내는 모양.
「3」대번에 빠지거나 터지는 모양.
「4」기운이나 살이 줄어든 모양.
「5」어떤 일에 제외되거나 참여하지 않는 모양.
「6」때가 깨끗이 없어지는 모양.
「7」거리낌 없이 경솔하게 말하며 나서는 모양.
「8」옷차림이나 몸매가 아주 매끈한 모양.
「9」기억이나 인상이 아주 선명하게 새겨지는 모양.
「10」갑자기 정신이 확 나가는 모양.
「11」어떤 것에 매우 탐닉하는 모양.
「12」마음에 꼭 드는 모양.
「13」생김새나 차림새 따위가 꼭 닮은 모양.",内へ深く入ったり、外へふっくらと突き出たりする様子。 簡単に押し込んだり引き抜いたりする様子。 あっという間に抜けるか、はじける様子。 元気や肉体が衰える様子。 あることに除外されたり、参加しなかったりする様子。 汚れがきれいになくなる様子。 遠慮なく軽率に話して出しゃばる様子。 服装や体つきがとてもすっきりしている様子。 記憶や印象がはっきりと刻まれる様子。 突然、気が遠くなる様子。 あることに非常に没頭する様子。 気に入る様子。 見た目や服装などがそっくりな様子。,すっぽり,等級:1 語種:固有語 品詞:副詞
1등급,쏟다,동사,動詞,고유어,,,,"[1]「1」액체나 물질을 그것이 들어 있는 용기에서 바깥으로 나오게 하다.
[1]「2」마음이나 정신 따위를 어떤 대상이나 일에 기울이다.
[1]「3」마음속에 품고 있는 생각이나 말을 밖으로 드러내다.
[2]눈물이나 땀, 피 따위를 많이 흘리다.
[3]햇볕이나 비 따위를 강하게 비치게 하거나 내리게 하다.",液体や物質を、それが容器に入っているところから外へ出す。 心や精神などを、ある対象や仕事に傾ける。 心の中に抱いている考えや言葉を外へ表す。 涙や汗、血などをたくさん流す。 日差しや雨などを強く照らしたり、降らせたりする。,注ぐ,等級:1 語種:固有語 品詞:動詞
1등급,쏟아지다,동사,動詞,고유어,,,,"[1]액체나 물질이 그것이 들어 있는 용기에서 한꺼번에 바깥으로 나오다.
[2]「1」눈물이나 땀, 피 따위가 한꺼번에 많이 흐르다.
[2]「2」어떤 일이나 대상, 현상이 한꺼번에 많이 생기다.
[2]「3」비나 눈, 햇빛 등이 많이 또는 강하게 내리거나 비치다.",液体や物質が、それが容器に入っているところから一度に外へ出る。 涙や汗、血などが一度にたくさん流れる。 ある仕事や対象、現象が一度にたくさん生じる。 雨や雪、日差しなどがたくさん、または強く降ったり照ったりする。,降り注ぐ,等級:1 語種:固有語 品詞:動詞
1등급,쑤시다,동사,動詞,고유어,,,,신체의 일부분이 바늘로 찌르는 것처럼 아픈 느낌이 들다.,体の部分が針で刺すように痛む感じがする。,疼く,等級:1 語種:固有語 品詞:動詞
1등급,쑤시다,동사,動詞,고유어,,,,"「1」가늘고 긴 꼬챙이 같은 것으로 다른 물체의 틈이나 구멍에 넣어 구멍을 뚫거나 속에 있는 물건을 밖으로 나오게 하다.
「2」사람이 여러 사람 사이로 들어갈 만한 틈을 벌리거나 만들다.
「3」감추어진 사실을 알아내기 위하여 이모저모로 조사하다.
「4」일자리를 구하거나 관계를 맺을 목적으로 회사나 기관, 단체 따위를 비집고 들어가다.
「5」다른 사람을 부추기거나 꾀다.",細長い串のようなもので、他の物の隙間や穴に入れ、穴をあけたり、中の物を取り出したりする。 人が多くの人の間に入るための隙間を広げたり作ったりする。 隠された事実を知るために、あれこれ調査する。 仕事を探したり、関係を結ぶ目的で会社や機関、団体などに割り込んで入る。 他の人をそそのかしたり、誘惑したりする。,突く,等級:1 語種:固有語 品詞:動詞
1등급,쑥,부사,副詞,고유어,,,,"「1」안으로 깊이 들어가거나 밖으로 불룩하게 내미는 모양.
「2」깊이 밀어 넣거나 길게 뽑아내는 모양.
「3」대번에 빠지거나 터지는 모양.
「4」기운이나 살이 줄어드는 모양.
「5」어떤 일에 제외되거나 참여하지 않는 모양.
「6」때가 깨끗이 없어지는 모양.
「7」거리낌 없이 경솔하게 말하며 나서는 모양.
「8」옷차림이나 몸매가 아주 미끈한 모양.
「9」갑자기 정신이 확 나가는 모양.
「10」갑자기 올라가거나 내려가는 모양.
「11」앞으로 나아가거나 앞에 불쑥 나타나는 모양.",内へ深く入ったり、外へふっくらと突き出たりする様子。 深く押し込んだり、長く引き抜いたりする様子。 あっという間に抜けるか、はじける様子。 元気や肉体が衰える様子。 あることに除外されたり、参加しなかったりする様子。 汚れがきれいになくなる様子。 遠慮なく軽率に話して出しゃばる様子。 服装や体つきがとてもすっきりしている様子。 突然、気が遠くなる様子。 突然上がったり下がったりする様子。 前に進んだり、前に不意に現れたりする様子。,すく,等級:1 語種:固有語 品詞:副詞
1등급,쑥스럽다,형용사,形容詞,고유어,,,,하는 짓이나 모양이 자연스럽지 못하여 우습고 싱거운 데가 있다.,する様子や姿が自然でなく、おかしくて気の抜けたところがある。,照れくさい,等級:1 語種:固有語 品詞:形容詞
1등급,쑥쑥,부사,副詞,고유어,,,,"「1」여럿이 한꺼번에 또는 하나가 여러 번 안으로 깊이 들어가거나 밖으로 불룩하게 내미는 모양.
「2」자꾸 밀어 넣거나 뽑아내는 모양.
「3」자꾸 빠지거나 터지는 모양.
「4」기운이나 살이 자꾸 줄어드는 모양.
「5」여럿이 한꺼번에 또는 하나가 여러 번 제외되거나 참여하지 않는 모양.
「6」때가 깨끗이 없어지는 모양.
「7」거리낌 없이 자꾸 경솔하게 말하며 나서는 모양.
「8」여럿이 다 흠잡을 데 없이 미끈한 모양.
「9」자꾸 쑤시듯이 아픈 모양.
「10」갑자기 많이 올라가거나 내려가는 모양.
「11」여럿이 다 갑자기 올라가거나 내려가는 모양.
「12」앞으로 자꾸 나아가거나 앞에 불쑥불쑥 나타나는 모양.
「13」갑자기 많이 커지거나 자라는 모양.",大勢が一度に、または一つが何度も内へ深く入ったり、外へふっくらと突き出たりする様子。 何度も押し込んだり引き抜いたりする様子。 何度も抜けるか、はじける様子。 元気や肉体が何度も衰える様子。 大勢が一度に、または一つが何度も除外されたり、参加しなかったりする様子。 汚れがきれいになくなる様子。 遠慮なく何度も軽率に話して出しゃばる様子。 大勢が皆、欠点なくすっきりしている様子。 何度も疼くように痛む様子。 突然多く上がったり下がったりする様子。 大勢が皆、突然上がったり下がったりする様子。 前に何度も進んだり、前に不意に現れたりする様子。 突然多く大きくなったり成長したりする様子。,すくすく,等級:1 語種:固有語 品詞:副詞
1등급,쓰기,명사,名詞,고유어,,,,"국어 학습에서, 글 쓰는 사람의 생각이나 느낌을 글로 정확하게 표현하는 일.",国語学習において、書く人の考えや気持ちを文章で正確に表現すること。,書き方,等級:1 語種:固有語 品詞:名詞
1등급,쓰다,동사,動詞,고유어,,,,"[1]「1」붓, 펜, 연필과 같이 선을 그을 수 있는 도구로 종이 따위에 획을 그어서 일정한 글자의 모양이 이루어지게 하다.
[1]「2」머릿속의 생각을 종이 혹은 이와 유사한 대상 따위에 글로 나타내다.
[2]「1」원서, 계약서 등과 같은 서류 따위를 작성하거나 일정한 양식을 갖춘 글을 쓰는 작업을 하다.
[2]「2」머릿속에 떠오른 곡을 일정한 기호로 악보 위에 나타내다.",筆、ペン、鉛筆のように線を引ける道具で紙などに線を引いて、一定の文字の形が 이루어지게 하다。 頭の中の考えを紙またはそれに類する対象などに文字で表す。 原書、契約書などの書類を作成したり、一定の様式を備えた文章を書く作業をする。 頭に浮かんだ曲を一定の記号で楽譜の上に表す。,書く,等級:1 語種:固有語 品詞:動詞
1등급,쓰다,동사,動詞,고유어,,,,"[1]「1」모자 따위를 머리에 얹어 덮다.
[1]「2」얼굴에 어떤 물건을 걸거나 덮어쓰다.
[1]「3」먼지나 가루 따위를 몸이나 물체 따위에 덮은 상태가 되다.
[2]「1」우산이나 양산 따위를 머리 위에 펴 들다.
[2]「2」사람이 죄나 누명 따위를 가지거나 입게 되다.",帽子などを頭にかぶって覆う。 顔に何か物をかけたり覆ったりする。 ほこりや粉などを体や物に覆われた状態になる。 傘や日傘などを頭の上に広げて持つ。 人が罪や汚名などを負ったり、着たりする。,被る,等級:1 語種:固有語 品詞:動詞
1등급,쓰다,동사,動詞,고유어,,,,"[1]「1」어떤 일을 하는 데에 재료나 도구, 수단을 이용하다.
[1]「2」사람에게 어떤 일을 하게 하다.
[2]「1」다른 사람에게 베풀거나 내다.
[2]「2」어떤 일에 마음이나 관심을 기울이다.
[2]「3」합당치 못한 일을 강하게 요구하다.
[2]「4」어떤 일을 하는 데 시간이나 돈을 들이다.
[2]「5」힘이나 노력 따위를 들이다.
[3]「1」몸의 일부분을 제대로 놀리거나 움직이다.
[3]「2」어떤 건물이나 장소를 일정 기간 사용하거나 임시로 다른 일을 하는 곳으로 이용하다.
[3]「3」어떤 말이나 언어를 사용하다.
[4]도리에 맞는 바른 상태가 되다.",ある仕事をするのに、材料や道具、手段を利用する。 人に何かをさせる。 他の人に施したり、与えたりする。 ある仕事に心や関心を傾ける。 合わないことを強く要求する。 ある仕事をするのに時間や金銭をかける。 力や努力などをかける。 体の部分をきちんと動かす。 ある建物や場所を一定期間使用したり、一時的に他の仕事をする場所として利用する。 ある言葉や言語を使用する。 道理にかなった正しい状態になる。,使う,等級:1 語種:固有語 品詞:動詞
1등급,쓰다,형용사,形容詞,고유어,,,,"[1]「1」혀로 느끼는 맛이 한약이나 소태, 씀바귀의 맛과 같다.
[1]「2」달갑지 않고 싫거나 괴롭다.
[2]몸이 좋지 않아서 입맛이 없다.",舌で感じる味が、漢方薬や苦丁茶、ゴボウの味と同じである。 好ましくなく、嫌でつらい。 体の調子が悪くて食欲がない。,苦い,等級:1 語種:固有語 品詞:形容詞
1등급,쓰다듬다,동사,動詞,고유어,,,,"「1」손으로 살살 쓸어 어루만지다.
「2」살살 달래어 가라앉히다.",手で優しく撫でてなでる。 優しくなだめて落ち着かせる。,撫でる,等級:1 語種:固有語 品詞:動詞
1등급,쓰라리다,형용사,形容詞,고유어,,,,"「1」상처가 쓰리고 아리다.
「2」마음이 몹시 괴롭다.",傷がひりひり痛む。 心が非常に苦しい。,痛む,等級:1 語種:固有語 品詞:形容詞
1등급,쓰러뜨리다,동사,動詞,고유어,,,,"[1]사람이나 물체를 서 있던 상태에서 바닥에 눕는 상태가 되게 하다.
[2]「1」병이나 과로 따위가 사람을 몸져눕게 만들다.
[2]「2」기업이나 국가가 제 기능을 하지 못하도록 만들다.",人や物を立っていた状態から床に倒れる状態にする。 病気や過労などで人を寝込ませる。 企業や国家が機能しなくなるようにする。,倒す,等級:1 語種:固有語 品詞:動詞
1등급,쓰러지다,동사,動詞,고유어,,,,"[1]힘이 빠지거나 외부의 힘에 의하여 서 있던 상태에서 바닥에 눕는 상태가 되다.
[2]「1」사람이 병이나 과로 따위로 정상 생활을 하지 못하고 몸져눕는 상태가 되다.
[2]「2」기업이나 국가 따위가 제 기능을 하지 못하는 상태가 되다.",力が抜けるか外部の力によって、立っていた状態から床に倒れる状態になる。 人が病気や過労などで正常な生活ができず、寝込む状態になる。 企業や国家などが機能しなくなる状態になる。,倒れる,等級:1 語種:固有語 品詞:動詞
1등급,쓰레기,명사,名詞,고유어,,,,"「1」비로 쓸어 낸 먼지나 티끌, 또는 못 쓰게 되어 내다 버릴 물건이나 내다 버린 물건을 통틀어 이르는 말.
「2」도덕적, 사상적으로 타락하거나 부패하여 쓰지 못할 사람을 낮잡아 이르는 말.",「1」ほうきで掃き集めたほこりやちり、または使い物にならなくて捨てられる物や捨てられた物を総称する言葉。 「2」道徳的、思想的に堕落または腐敗して使い物にならない人を卑しめて言う言葉。,ゴミ,等級:1 語種:固有語 品詞:名詞
1등급,쓰리다,형용사,形容詞,고유어,,,,"「1」쑤시는 것같이 아프다.
「2」몹시 시장하거나 과음하거나 하여 배 속이 거북하다.
「3」마음이 쑤시는 것처럼 아프고 괴롭다.",「1」ズキズキと痛む。 「2」ひどく空腹であったり、飲みすぎたりして胃がむかむかする。 「3」心がズキズキするのように痛み、苦しい。,痛む,等級:1 語種:固有語 品詞:形容詞
1등급,쓰이다,동사,動詞,고유어,,,,"[1]「1」붓, 펜, 연필과 같이 선을 그을 수 있는 도구로 종이 따위에 획이 그어져 일정한 글자의 모양이 이루어지다. ‘쓰다01[1]「1」’의 피동사.
[1]「2」머릿속의 생각이 종이 혹은 이와 유사한 대상 따위에 글로 나타내지다. ‘쓰다01[1]「2」’의 피동사.
[2]「1」원서, 계약서 등과 같은 서류 따위가 작성되거나 일정한 양식을 갖춘 글을 쓰는 작업이 이루어지다. ‘쓰다01[2]「1」’의 피동사.
[2]「2」머릿속에 떠오른 곡이 일정한 기호로 악보 위에 나타내지다. ‘쓰다01[2]「2」’의 피동사.",[1]「1」筆、ペン、鉛筆のように線が引ける道具で紙などに線が引かれて一定の文字の形が作られる。「書く01[1]「1」」の受動詞。 [1]「2」頭の中の考えが紙またはこれに類似した対象などに文字で表される。「書く01[1]「2」」の受動詞。 [2]「1」原書、契約書などの書類などが作成されたり、一定の様式を備えた文章を書く作業が行われたりする。「書く01[2]「1」」の受動詞。 [2]「2」頭に浮かんだ曲が一定の記号で楽譜の上に表される。「書く01[2]「2」」の受動詞。,書かれる,等級:1 語種:固有語 品詞:動詞
1등급,쓴맛,명사,名詞,고유어,,,,"「1」소태나 씀바귀 따위의 맛처럼 느껴지는 맛.
「2」달갑지 아니하고 싫거나 언짢은 느낌.",「1」ソテ（苦菜）やスムバギ（苦菜）などの味のように感じられる味。 「2」好ましくなく、嫌または不快な感じ。,苦味,等級:1 語種:固有語 品詞:名詞
1등급,쓸다,동사,動詞,고유어,,,,"「1」비로 쓰레기 따위를 밀어 내거나 한데 모아서 버리다.
「2」가볍게 쓰다듬거나 문지르다.
「3」질질 끌어서 바닥을 스치다.
「4」전염병 따위가 널리 퍼지거나 태풍, 홍수 따위가 널리 피해를 입히다.
「5」모두 그러모아 독차지하다.
「6」알에서 갓 깬 누에를 잠란지에서 그러모아 다른 종이에 옮기다.
「7」한꺼번에 모조리 모으다.",「1」ほうきでゴミなどを掃き出して一箇所に集めて捨てる。 「2」軽く撫でたりこすったりする。 「3」ずるずると引いて床をこする。 「4」伝染病などが広く流行したり、台風、洪水などが広く被害を与えたりする。 「5」すべて集めて独占する。 「6」卵からかえったばかりの蚕を寝床から集めて別の紙に移す。 「7」一度にすべて集める。,掃く,等級:1 語種:固有語 品詞:動詞
1등급,쓸데없다,형용사,形容詞,고유어,,,,아무런 쓸모나 득이 될 것이 없다.,何の役にも立たず、得になることがない。,無駄だ,等級:1 語種:固有語 品詞:形容詞
1등급,쓸데없이,부사,副詞,고유어,,,,아무런 쓸모나 득이 될 것이 없이.,何の役にも立たず、得になることがなく。,無駄に,等級:1 語種:固有語 品詞:副詞
1등급,쓸모,명사,名詞,고유어,,,,"「1」쓸 만한 가치.
「2」쓰이게 될 분야나 부분.",「1」使える価値。 「2」使われる分野や部分。,使い道,等級:1 語種:固有語 品詞:名詞
1등급,쓸쓸하다,형용사,形容詞,고유어,,,,"「1」외롭고 적적하다.
「2」날씨가 으스스하고 음산하다.",「1」孤独で寂しい。 「2」天気が肌寒く、陰気だ。,寂しい,等級:1 語種:固有語 品詞:形容詞
1등급,씌다,동사,動詞,고유어,,,,"[1]「1」‘쓰이다01[1]「1」’의 준말.
[1]「2」‘쓰이다01[1]「2」’의 준말.
[2]「1」‘쓰이다01[2]「1」’의 준말.
[2]「2」‘쓰이다01[2]「2」’의 준말.",[1]「1」「着せられる01[1]「1」」の略。 [1]「2」「着せられる01[1]「2」」の略。 [2]「1」「着せられる01[2]「1」」の略。 [2]「2」「着せられる01[2]「2」」の略。,着せられる,等級:1 語種:固有語 品詞:動詞
