등급,어휘,품사,日本語品詞,어종,원어,日本の漢字,外来語,의미,定義の日本語訳,日本語訳,tags
2등급,뻥튀기,명사,名詞,고유어,,,,"「1」쌀, 감자, 옥수수 따위를 불에 단 틀에 넣어 밀폐하고 가열하여 튀겨 낸 막과자. 튀겨져 나올 때 뻥 하는 소리가 나는 데서 붙인 이름이다.
「2」어떤 사실이나 물건 따위를 과장하여 크게 부풀리는 일을 비유적으로 이르는 말.",米、ジャガイモ、トウモロコシなどを熱した容器に入れて密閉し加熱して揚げた菓子。揚げられるときに出るポンという音から付けられた名前。ある事実や物を誇張して大きく膨らませることを比喩的に指す言葉。,ポン菓子,等級:2 語種:固有語 品詞:名詞
2등급,뼈다귀,명사,名詞,고유어,,,,"「1」뼈의 낱개.
「2」‘뼈’를 낮잡아 이르는 말.",骨の個々。骨を卑下して言う言葉。,骨,等級:2 語種:固有語 品詞:名詞
2등급,뽀뽀하다,동사,動詞,고유어,,,,볼이나 입술 따위에 입을 맞추다. 주로 어린아이에게 많이 쓴다.,頬や唇などに口を合わせること。主に子供に多く使う。,キスする,等級:2 語種:固有語 品詞:動詞
2등급,삐걱거리다,동사,動詞,고유어,,,,‘삐거덕거리다’의 준말.,「きしむ」の縮約形。,きしむ,等級:2 語種:固有語 品詞:動詞
2등급,삐걱삐걱,부사,副詞,고유어,,,,‘삐거덕삐거덕’의 준말.,「きしきし」の縮約形。,きしきし,等級:2 語種:固有語 品詞:副詞
2등급,삐다,동사,動詞,고유어,,,,몸의 어느 부분이 접질리거나 비틀려서 뼈마디가 어긋나다.,体のどこかの部分がひねられたりねじられたりして、関節がずれること。,捻挫する,等級:2 語種:固有語 品詞:動詞
2등급,삐딱하다,형용사,形容詞,고유어,,,,"「1」물체가 한쪽으로 비스듬하게 기울어져 있다. ‘비딱하다「1」’보다 센 느낌을 준다.
「2」마음이나 생각, 행동 따위가 바르지 못하고 조금 비뚤어져 있다. ‘비딱하다「2」’보다 센 느낌을 준다.",物が一方に斜めに傾いていること。心や考え、行動などが正しくなく、少し歪んでいること。,斜めだ,等級:2 語種:固有語 品詞:形容詞
2등급,사각사각,부사,副詞,고유어,,,,"「1」벼, 보리, 밀 따위를 잇따라 가볍게 벨 때 나는 소리.
「2」눈이 내리거나 눈 따위를 가볍게 밟을 때 잇따라 나는 소리.
「3」연한 과자나 배, 사과 따위를 자꾸 가볍게 씹을 때 나는 소리.
「4」갈대나 풀 먹인 천 따위의 얇고 빳빳한 물체가 자꾸 스칠 때 나는 소리.
「5」종이 위에 글씨를 잇따라 가볍게 쓸 때 나는 소리.",稲、麦、小麦などを次々と軽く刈るときに出る音。雪が降ったり、雪などを軽く踏むときに出る音。柔らかい菓子や梨、リンゴなどを次々と軽く噛むときに出る音。 갈대や糊付けした布などの薄くて硬い物が次々と擦れるときに出る音。紙の上に文字を次々と軽く書くときに出る音。,サクサク,等級:2 語種:固有語 品詞:副詞
2등급,사거리,명사,名詞,혼종어,四거리,,,한 지점에서 길이 네 방향으로 갈라져 나간 곳.,一地点から道が四方向に分かれていく場所。,交差点,等級:2 語種:混種語 品詞:名詞
2등급,사격,명사,名詞,한자어,射擊,射擊,,"총, 대포, 활 따위를 쏨.",銃、大砲、弓などを撃つこと。,射撃,等級:2 語種:漢字語 品詞:名詞
2등급,사계절,명사,名詞,한자어,四季節,四季節,,봄ㆍ여름ㆍ가을ㆍ겨울의 네 철.,春、夏、秋、冬の四つの季節。,四季,等級:2 語種:漢字語 品詞:名詞
2등급,사마귀,명사,名詞,고유어,,,,"「1」사마귓과의 곤충을 통틀어 이르는 말.
「2」사마귓과의 곤충. 몸의 길이는 7~8cm이며, 누런 갈색 또는 초록색이다. 뒷날개는 반투명이고 검은 갈색의 얼룩무늬가 있다. 앞다리가 낫처럼 구부러져 먹이를 잡기에 편리하다. 8~9월에 나타나서 풀밭에 사는데 한국, 일본, 중국 등지에 분포한다.",「1」カマキリ科の昆虫を総称する言葉。 「2」カマキリ科の昆虫。体の長さは7〜8cmで、黄色い褐色または緑色である。後ろの羽は半透明で黒褐色の斑点がある。前足が鎌のように曲がっており、餌を捕らえるのに便利である。8〜9月に出現し、草むらに生息し、韓国、日本、中国などに分布する。,カマキリ,等級:2 語種:固有語 品詞:名詞
2등급,사망,명사,名詞,한자어,死亡,死亡,,"「1」사람이 죽음.
「2」자연인이 생명을 잃음. 법률상 자연인이 인격 곧, 일반적 권리 및 능력을 상실하고 재산적 권리 의무의 상속이 시작된다.",「1」人が死ぬこと。 「2」自然人が生命を失うこと。法律上、自然人が人格、すなわち一般的な権利及び能力を喪失し、財産的権利義務の相続が開始される。,死亡,等級:2 語種:漢字語 品詞:名詞
2등급,사망하다,동사,動詞,혼종어,死亡하다,,,"「1」사람이 죽다.
「2」자연인이 생명을 잃다. 법률상 자연인이 인격 곧, 일반적 권리 및 능력을 상실하고 재산적 권리 의무의 상속이 시작된다.",「1」人が死ぬ。 「2」自然人が生命を失う。法律上、自然人が人格、すなわち一般的な権利及び能力を喪失し、財産的権利義務の相続が開始される。,死亡する,等級:2 語種:混種語 品詞:動詞
2등급,사무소,명사,名詞,한자어,事務所,事務所,,사무를 보는 곳.,事務を行う場所。,事務所,等級:2 語種:漢字語 品詞:名詞
2등급,사물함,명사,名詞,한자어,私物函,私物函,,"군대, 학교 따위에서 병사나 학생들이 제각기 물품을 넣어 둘 수 있게 만든 곳.",軍隊、学校などで兵士や生徒がそれぞれ物品を入れておくことができるように作られた場所。,ロッカー,等級:2 語種:漢字語 品詞:名詞
2등급,사방,명사,名詞,한자어,四方,四方,,"「1」동, 서, 남, 북 네 방위를 통틀어 이르는 말.
「2」동서남북의 주위 일대.
「3」여러 곳.
「4」네 개의 모.",「1」東、西、南、北の四つの方向を総称する言葉。 「2」東西南北の周囲一帯。 「3」色々な場所。 「4」四つの角。,四方,等級:2 語種:漢字語 品詞:名詞
2등급,사업,명사,名詞,한자어,事業,事業,,어떤 일을 일정한 목적과 계획을 가지고 짜임새 있게 지속적으로 경영함. 또는 그 일.,ある仕事を実行するにあたり、一定の目的と計画を持って体系的に継続的に経営すること。またはその仕事。,事業,等級:2 語種:漢字語 品詞:名詞
2등급,사연,명사,名詞,한자어,事緣,事緣,,일의 앞뒤 사정과 까닭.,事柄の前後の事情と理由。,事情,等級:2 語種:漢字語 品詞:名詞
2등급,사용되다,동사,動詞,혼종어,使用되다,,,"「1」일정한 목적이나 기능에 맞게 쓰이다.
「2」사람이 다루어져 이용되다.",「1」一定の目的や機能に合わせて使われる。 「2」人が扱われて利用される。,使用される,等級:2 語種:混種語 品詞:動詞
2등급,사용자,명사,名詞,한자어,使用者,使用者,,"「1」사람을 부리거나 물건을 쓰는 사람.
「2」노동을 제공하는 사람에게 그에 대한 보수를 지급하는 사람. 곧 근로자를 고용하는 개인이나 법인을 이른다.
「3」컴퓨터를 사용하는 사람.",「1」人を雇ったり物品を使ったりする人。 「2」労働を提供する人にその対価を支払う人。すなわち、労働者を雇用する個人または法人を指す。 「3」コンピューターを使用する人。,使用者,等級:2 語種:漢字語 品詞:名詞
2등급,사위,명사,名詞,고유어,,,,딸의 남편을 이르는 말.,娘の夫を指す言葉。,娘婿,等級:2 語種:固有語 品詞:名詞
2등급,사이렌,명사,名詞,외래어,siren,,サイレン,"많은 공기구멍이 뚫린 원판을 빠른 속도로 돌려 공기의 진동으로 소리를 내는 장치. 또는 그 소리. 신호, 경보 따위에 쓴다.",多くの空気穴が開いた円盤を高速で回転させ、空気の振動で音を出す装置。またはその音。信号、警報などに使う。,サイレン,等級:2 語種:外来語 品詞:名詞
2등급,사이사이,명사,名詞,고유어,,,,"어떤 장소나 사물, 행위, 사건 따위의 중간중간.",ある場所や物事、行為、出来事などの間。,間々,等級:2 語種:固有語 品詞:名詞
2등급,사인펜,명사,名詞,외래어,▼sign pen,,サインペン,필기도구의 하나. 심(心)은 나일론이나 폴리에스테르의 섬유를 굳혀 만드는데 주로 수성(水性) 잉크를 넣는다.,筆記具の一つ。芯はナイロンやポリエステルの繊維を固めて作られ、主に水性インクを入れる。,サインペン,等級:2 語種:外来語 品詞:名詞
2등급,사정,명사,名詞,한자어,事情,事情,,"「1」일의 형편이나 까닭.
「2」어떤 일의 형편이나 까닭을 남에게 말하고 무엇을 간청함.",「1」事柄の状況や理由。 「2」ある事柄の状況や理由を他人に話し、何かを懇願すること。,事情,等級:2 語種:漢字語 品詞:名詞
2등급,사치,명사,名詞,한자어,奢侈,奢侈,,필요 이상의 돈이나 물건을 쓰거나 분수에 지나친 생활을 함.,必要以上の金銭や物品を使ったり、分不相応な生活をしたりすること。,贅沢,等級:2 語種:漢字語 品詞:名詞
2등급,사투리,명사,名詞,고유어,,,,"어느 한 지방에서만 쓰는, 표준어가 아닌 말.",ある地方だけで使われる、標準語ではない言葉。,方言,等級:2 語種:固有語 品詞:名詞
2등급,사파리,명사,名詞,외래어,safari,,サファリ,"야생 동물을 놓아기르는 자연공원에 자동차를 타고 다니며 차 안에서 구경하는 일. 원래는 스와힐리어의 ‘여행’이라는 뜻으로, 사냥을 하기 위하여 사냥감을 찾아 원정하는 일을 이르던 말이다.",野生動物を放し飼いにしている自然公園に自動車で乗り入れて、車内から見物すること。元はスワヒリ語の「旅行」という意味で、狩りをするために獲物を求めて遠征することを指していた言葉である。,サファリ,等級:2 語種:外来語 品詞:名詞
2등급,산타클로스,명사,名詞,외래어,Santa Claus,,サンタクロース,성탄절 전날 밤 어린이의 양말에 선물을 넣고 간다는 노인. 4세기경 미라(Myra)의 주교였던 성인 니콜라스(Saint Nicholas)의 이름에서 유래한다.,クリスマスイブの夜、子供の靴下にプレゼントを入れるという老人。4世紀頃、ミラ（Myra）の司教であった聖ニコラス（Saint Nicholas）の名前から由来する。,サンタクロース,等級:2 語種:外来語 品詞:名詞
2등급,산토끼,명사,名詞,혼종어,山토끼,,,"토낏과의 포유류. 집토끼와 비슷하고 몸의 길이는 43~54cm, 꼬리의 길이는 2~5.4cm이며, 등 쪽은 잿빛을 띤 갈색 또는 어두운 갈색이고, 배 쪽은 흰색 또는 엷은 노란 갈색이다. 귀 끝은 항상 검고 겨울에는 온몸이 하얗게 변한다. 밤에 풀싹, 나무껍질, 나뭇잎 따위를 갉아 먹고 한 해에 두세 번 한 배에 2~6마리의 새끼를 낳는다. 고기는 식용하고 모피는 방한용으로 쓴다. 야산에 사는데 한국, 일본, 중국 등지의 아시아 북부와 유럽 등지에 분포한다.",ウサギ科の哺乳類。飼いウサギと似ており、体の長さは43〜54cm、尾の長さは2〜5.4cmで、背中は灰色の褐色または暗褐色、腹側は白色または薄い黄褐色である。耳の先は常に黒く、冬には全身が白くなる。夜に草の芽、木の皮、木の葉などをかじり、一年に二、三回、一度に2〜6匹の子を産む。肉は食用、毛皮は防寒用に使われる。山野に生息し、韓国、日本、中国などのアジア北部やヨーロッパなどに分布する。,ノウサギ,等級:2 語種:混種語 品詞:名詞
2등급,살랑살랑,부사,副詞,고유어,,,,"「1」조금 사늘한 바람이 가볍게 자꾸 부는 모양.
「2」물이 끓어오르며 이리저리 자꾸 움직이는 모양.
「3」팔이나 꼬리 따위를 가볍게 자꾸 흔드는 모양.",「1」少し冷たい風が軽く何度も吹く様子。 「2」水が沸騰してあちこちへ何度も動く様子。 「3」腕や尻尾などを軽く何度も振る様子。,そよそよ,等級:2 語種:固有語 品詞:副詞
2등급,살며시,부사,副詞,고유어,,,,"「1」남의 눈에 띄지 않게 가만히.
「2」행동이나 사태 따위가 가벼우면서도 은근하고 천천히.
「3」감정 따위가 속으로 천천히 은밀하게.",「1」人の目に触れないように静かに。 「2」行動や事態などが軽く、しかしひそかに、ゆっくりと。 「3」感情などが心の中でゆっくりとひそかに。,そっと,等級:2 語種:固有語 品詞:副詞
2등급,살인,명사,名詞,한자어,殺人,殺人,,사람을 죽임.,人を殺すこと。,殺人,等級:2 語種:漢字語 品詞:名詞
2등급,살인자,명사,名詞,한자어,殺人者,殺人者,,사람을 죽인 사람.,人を殺した人。,殺人者,等級:2 語種:漢字語 品詞:名詞
2등급,살인하다,동사,動詞,혼종어,殺人하다,,,사람을 죽이다.,人を殺す。,殺人を犯す,等級:2 語種:混種語 品詞:動詞
2등급,삼거리,명사,名詞,혼종어,三거리,,,세 갈래로 나누어진 길.,三つに分かれた道。,三叉路,等級:2 語種:混種語 品詞:名詞
2등급,삼국,명사,名詞,한자어,三國,三国,,"「1」세 나라.
「2」고대 우리나라에 있었던 세 나라. 신라, 백제, 고구려를 이른다.
「3」중국 후한 말기에 일어난 세 나라. 위, 오, 촉을 이른다.",「1」三つの国。 「2」古代の我が国にあった三つの国。新羅、百済、高句麗を指す。 「3」中国後漢末期に起こった三つの国。魏、呉、蜀を指す。,三国,等級:2 語種:漢字語 品詞:名詞
2등급,상관,명사,名詞,한자어,相關,関連,,"「1」서로 관련을 가짐. 또는 그런 관계.
「2」남의 일에 간섭함.
「3」남자와 여자가 육체관계를 맺음.
「4」두 개의 양이나 현상이 어느 정도 규칙적으로 서로 관계를 유지하면서 동시에 바뀌어 가는 성질. 바뀌는 정도는 상관 계수로 표시한다.
「5」두 개의 변량이 어느 정도 규칙적으로 동시에 변화되어 가는 성질.
「6」동일한 변별적 특징을 지닌 음소들의 짝 전체를 이르는 말.",「1」互いに関連を持つこと。またはそのような関係。 「2」他人のことに干渉すること。 「3」男女が肉体関係を結ぶこと。 「4」二つの量や現象がある程度規則的に互いに関連を保ちながら同時に変化していく性質。変化の程度は相関係数で表す。 「5」二つの変量が、ある程度規則的に同時に変化していく性質。 「6」同一の識別的特徴を持つ音素のペア全体を指す言葉。,関連,等級:2 語種:漢字語 品詞:名詞
2등급,상관하다,동사,動詞,혼종어,相關하다,,,"「1」서로 관련을 가지다.
「2」남의 일에 간섭하다.
「3」남자와 여자가 육체관계를 맺다.",「1」互いに関連を持つ。 「2」他人のことに干渉する。 「3」男女が肉体関係を結ぶ。,関連する,等級:2 語種:混種語 品詞:動詞
2등급,상금,명사,名詞,한자어,賞金,賞金,,선행이나 업적에 대하여 격려하기 위하여 주는 돈.,善行や業績に対して、激励するために与えるお金。,賞金,等級:2 語種:漢字語 品詞:名詞
2등급,상담,명사,名詞,한자어,相談,相談,,문제를 해결하거나 궁금증을 풀기 위하여 서로 의논하거나 묻고 답함.,問題を解決したり、疑問を解いたりするために、互いに話し合ったり、尋ねたり答えたりすること。,相談,等級:2 語種:漢字語 品詞:名詞
2등급,상담하다,동사,動詞,혼종어,相談하다,,,문제를 해결하거나 궁금증을 풀기 위하여 서로 의논하거나 묻고 답하다.,問題を解決したり、疑問を解いたりするために、互いに話し合ったり、尋ねたり答えたりすること。,相談する,等級:2 語種:混種語 品詞:動詞
2등급,상당히,부사,副詞,혼종어,相當히,,,"「1」수준이나 실력이 꽤 높이.
「2」어지간히 많이. 또는 적지 아니하게.",「1」水準や実力がかなり高いこと。 「2」相当に多く。または少なくないこと。,かなり,等級:2 語種:混種語 品詞:副詞
2등급,상대방,명사,名詞,한자어,相對方,相對方,,어떤 일이나 말을 할 때 짝을 이루는 사람.,ある事柄や会話をする際に、ペアを成す人。,相手方,等級:2 語種:漢字語 品詞:名詞
2등급,상대하다,동사,動詞,혼종어,相對하다,,,"[1]「1」서로 마주 대하다.
[1]「2」서로 겨루다.
[2]서로 대비하다.",「1」互いに向き合う。 「2」互いに競う。 「3」互いに 대비する。,対応する,等級:2 語種:混種語 品詞:動詞
2등급,상식,명사,名詞,한자어,常識,常識,,"사람들이 보통 알고 있거나 알아야 하는 지식. 일반적 견문과 함께 이해력, 판단력, 사리 분별 따위가 포함된다.",人々が通常知っているか、知るべきである知識。一般的な見聞と共に、理解力、判断力、道理の分別などが含まれる。,常識,等級:2 語種:漢字語 品詞:名詞
2등급,상의,명사,名詞,한자어,相議/商議,相議/商議,,어떤 일을 서로 의논함.,ある事柄を互いに話し合うこと。,協議,等級:2 語種:漢字語 品詞:名詞
2등급,상장,명사,名詞,한자어,賞狀,賞状,,상을 주는 뜻을 표하여 주는 증서.,賞を与える旨を表して授与する証書。,賞状,等級:2 語種:漢字語 品詞:名詞
2등급,상점,명사,名詞,한자어,商店,商店,,일정한 시설을 갖추고 물건을 파는 곳.,一定の設備を備えて商品を売る場所。,商店,等級:2 語種:漢字語 品詞:名詞
2등급,새까맣다,형용사,形容詞,고유어,,,,"「1」매우 까맣다.
「2」거리나 시간 따위가 매우 아득하게 멀다.
「3」기억이나 아는 바가 아주 전혀 없다.
「4」헤아릴 수 없이 매우 많다.
「5」(비유적으로) 마음이나 행실 따위가 매우 앙큼하다.",「1」非常に黒い。 「2」距離や時間などが非常に遠い。 「3」記憶や知っていることが全くない。 「4」数えきれないほど非常に多い。 「5」（比喩的に）心や行いなどが非常にずる賢い。,真っ黒だ,等級:2 語種:固有語 品詞:形容詞
2등급,새끼발가락,명사,名詞,고유어,,,,다섯 발가락 가운데 다섯째 발가락. 가장 작고 가늘다.,五本の指のうち五番目の指。最も小さく細い。,小指,等級:2 語種:固有語 品詞:名詞
2등급,새색시,명사,名詞,고유어,,,,갓 결혼한 여자.,結婚したばかりの女性。,新妻,等級:2 語種:固有語 品詞:名詞
2등급,새소리,명사,名詞,고유어,,,,"「1」새가 우는 소리.
「2」→ 놀소리.",「1」鳥が鳴く声。 「2」→ 놀소리.,鳥の声,等級:2 語種:固有語 品詞:名詞
2등급,새엄마,명사,名詞,고유어,,,,"어린이 말로, ‘새어머니’를 이르거나 부르는 말.",子供の言葉で、「新しい母親」を指したり呼んだりする言葉。,新しい母,等級:2 語種:固有語 品詞:名詞
2등급,새우다,동사,動詞,고유어,,,,한숨도 자지 아니하고 밤을 지내다.,一睡もせずに夜を過ごす。,徹夜する,等級:2 語種:固有語 品詞:動詞
2등급,새치기,명사,名詞,고유어,,,,"「1」순서를 어기고 남의 자리에 슬며시 끼어드는 행위. 또는 그런 사람.
「2」맡아서 하고 있는 일 사이에 틈틈이 다른 일을 하는 것.
「3」중간에 끼어들어 성과를 가로채거나 일의 진행을 방해하는 행위. 또는 그런 사람.",「1」順番を抜かして他人の場所へこっそり入り込む行為。またはそのような人。 「2」担当している仕事の間に、合間を見て他の仕事をするこ。 「3」途中で割り込んで成果を横取りしたり、仕事の進行を妨害する行為。またはそのような人。,割り込み,等級:2 語種:固有語 品詞:名詞
2등급,새치기하다,동사,動詞,고유어,,,,"[1]「1」순서를 어기고 남의 자리에 슬며시 끼어들다.
[1]「2」맡아서 하고 있는 일 사이에 틈틈이 다른 일을 하다.
[2]중간에 끼어들어 성과를 가로채거나 일의 진행을 방해하다.",「1」順番を抜かして他人の場所へこっそり入り込む。 「2」担当している仕事の間に、合間を見て他の仕事をする。 「3」途中で割り込んで成果を横取りしたり、仕事の進行を妨害する。,割り込む,等級:2 語種:固有語 品詞:動詞
2등급,새카맣다,형용사,形容詞,고유어,,,,"「1」매우 까맣다. ‘새까맣다「1」’보다 거센 느낌을 준다.
「2」거리나 시간 따위가 매우 아득하게 멀다. ‘새까맣다「2」’보다 거센 느낌을 준다.
「3」기억이나 아는 바가 아주 전혀 없다. ‘새까맣다「3」’보다 거센 느낌을 준다.
「4」헤아릴 수 없이 매우 많다. ‘새까맣다「4」’보다 거센 느낌을 준다.
「5」(비유적으로) 마음이나 행실 따위가 매우 앙큼하다. ‘새까맣다「5」’보다 거센 느낌을 준다.",「1」非常に黒い。「새까맣다「1」」よりも強い感じを与える。 「2」距離や時間などが非常に遠い。「새까맣다「2」」よりも強い感じを与える。 「3」記憶や知っていることが全くない。「새까맣다「3」」よりも強い感じを与える。 「4」数えきれないほど非常に多い。「새까맣다「4」」よりも強い感じを与える。 「5」(比喩的に) 心や行いなどが非常にずる賢い。「새까맣다「5」」よりも強い感じを与える。,真っ黒だ,等級:2 語種:固有語 品詞:形容詞
2등급,새콤달콤하다,형용사,形容詞,고유어,,,,약간 신 맛이 나면서도 단맛이 나서 맛깔스럽다.,少し酸味がありながらも甘みがあって美味しい。,甘酸っぱい,等級:2 語種:固有語 品詞:形容詞
2등급,새콤하다,형용사,形容詞,고유어,,,,조금 신 맛이 있다. ‘새곰하다’보다 거센 느낌을 준다.,少し酸味がある。「새곰하다」よりも強い感じを与える。,酸っぱい,等級:2 語種:固有語 品詞:形容詞
2등급,새하얗다,형용사,形容詞,고유어,,,,매우 하얗다.,非常に白い。,真っ白だ,等級:2 語種:固有語 品詞:形容詞
2등급,샘,명사,名詞,고유어,,,,"남의 처지나 물건을 탐내거나, 자기보다 나은 처지에 있는 사람이나 적수를 미워함. 또는 그런 마음.",他人の境遇や物を欲しがったり、自分より優れた境遇にある人や敵を憎んだりすること。または、そのような気持ち。,妬み,等級:2 語種:固有語 品詞:名詞
2등급,생략,명사,名詞,한자어,省略,省略,,전체에서 일부를 줄이거나 뺌.,全体から一部を削ったり抜いたりすること。,省略,等級:2 語種:漢字語 品詞:名詞
2등급,생략하다,동사,動詞,혼종어,省略하다,,,전체에서 일부를 줄이거나 빼다.,全体から一部を削ったり抜いたりする。,省略する,等級:2 語種:混種語 品詞:動詞
2등급,생물,명사,名詞,한자어,生物,生物,,"「1」생명을 가지고 스스로 생활 현상을 유지하여 나가는 물체. 영양ㆍ운동ㆍ생장ㆍ증식을 하며, 동물ㆍ식물ㆍ미생물로 나뉜다.
「2」생물의 구조와 기능을 과학적으로 연구하는 학문. 대상 생물의 종류에 따라 동물학ㆍ식물학ㆍ미생물학으로 나누며, 대상 현상이나 연구 방법에 따라 분류학ㆍ형태학ㆍ해부학ㆍ발생학ㆍ생리학ㆍ생화학ㆍ세포학ㆍ유전학ㆍ생태학ㆍ생물 지리학ㆍ진화학 따위로 나눈다.
「3」‘신선한 물건’을 나타내는 말.",「1」生命を持ち、自ら生活現象を維持していく物体。栄養、運動、生長、増殖をし、動物、植物、微生物に分けられる。 「2」生物の構造と機能を科学的に研究する学問。対象生物の種類によって動物学、植物学、微生物学に分けられ、対象現象や研究方法によって分類学、形態学、解剖学、発生学、生理学、生化学、細胞学、遺伝学、生態学、生物地理学、進化学などに分けられる。 「3」『新鮮な物』を表す言葉。,生物,等級:2 語種:漢字語 品詞:名詞
2등급,생산,명사,名詞,한자어,生産,生産,,"「1」인간이 생활하는 데 필요한 각종 물건을 만들어 냄.
「2」아이나 새끼를 낳는 일을 예스럽게 이르는 말.",「1」人間が生活するのに必要な各種の物を作り出すこと。 「2」子供や子を産むことを古風に言う言葉。,生産,等級:2 語種:漢字語 品詞:名詞
2등급,생산하다,동사,動詞,혼종어,生産하다,,,"「1」인간이 생활하는 데 필요한 각종 물건을 만들어 내다.
「2」(예스러운 표현으로) 아이나 새끼를 낳다.",「1」人間が生活するのに必要な各種の物を作り出す。 「2」(古風な表現で) 子供や子を産む。,生産する,等級:2 語種:混種語 品詞:動詞
2등급,생생하다,형용사,形容詞,고유어,,,,"「1」시들거나 상하지 아니하고 생기가 있다.
「2」힘이나 기운 따위가 왕성하다.
「3」빛깔 따위가 맑고 산뜻하다.
「4」바로 눈앞에 보는 것처럼 명백하고 또렷하다.",「1」しおれたり傷んだりせずに活気がある。 「2」力や気勢などが盛んである。 「3」色彩などが鮮やかでさわやかである。 「4」目の前で見ているように明白で鮮明である。,生き生きしている,等級:2 語種:固有語 品詞:形容詞
2등급,생수,명사,名詞,한자어,生水,生水,,"「1」샘구멍에서 솟아 나오는 맑은 물.
「2」영원한 영적 생명에 필요한 물이라는 뜻으로, 하나님의 복음을 비유적으로 이르는 말.",「1」泉から湧き出る澄んだ水。 「2」永遠の霊的な生命に必要な水という意味で、神の福音を比喩的に言う言葉。,生水,等級:2 語種:漢字語 品詞:名詞
2등급,생일잔치,명사,名詞,혼종어,生日잔치,,,생일에 음식을 차려 놓고 여러 사람이 모여 즐기는 일.,誕生日にご馳走を用意して多くの人が集まって楽しむこと。,誕生日パーティー,等級:2 語種:混種語 品詞:名詞
2등급,생태,명사,名詞,한자어,生態,生態,,생물이 살아가는 모양이나 상태.,生物が生きている様子や状態。,生態,等級:2 語種:漢字語 品詞:名詞
2등급,샤워기,명사,名詞,혼종어,shower器,,,물뿌리개 모양의 분출기를 통하여 소나기처럼 물을 뿌리는 목욕용 기구.,水を噴射する器具を通して、にわか雨のように水を浴びる入浴用具。,シャワー,等級:2 語種:混種語 品詞:名詞
2등급,서류,명사,名詞,한자어,書類,書類,,글자로 기록한 문서를 통틀어 이르는 말.,文字で記録された文書を総称する言葉。,書類,等級:2 語種:漢字語 品詞:名詞
2등급,서울,명사,名詞,고유어,,,,"「1」한 나라의 중앙 정부가 있는 곳.
「2」한반도의 중심부에 있는 도시. 한강 하류에 위치하며, 북한산ㆍ도봉산ㆍ인왕산ㆍ관악산 따위의 산에 둘러싸여 분지를 이룬다. 일제 강점기에는 경성부로 불리다가 1945년에 서울로 명명되었고, 1949년에 특별시로 승격되어 지금까지 우리나라의 정치, 경제, 교육 따위의 중심지 역할을 하고 있다. 경복궁, 창덕궁, 덕수궁을 비롯하여 탑골 공원, 어린이 대공원, 남산 타워 따위의 명승지가 있다. 대한민국의 수도이다. 면적은 605.25㎢.",「1」ある国の中心政府がある場所。 「2」朝鮮半島の中心部にある都市。漢江下流に位置し、北漢山、道峰山、仁王山、冠岳山などの山に囲まれて盆地をなす。日帝強占期には京城府と呼ばれ、1945年にソウルと命名され、1949年に特別市に昇格して以来、我が国の政治、経済、教育などの中心地の役割を果たしている。景福宮、昌徳宮、徳寿宮をはじめ、塔골公園、子供大公園、南山タワーなどの名勝地がある。大韓民国の首都である。面積は605.25㎢。,ソウル,等級:2 語種:固有語 品詞:名詞
2등급,서재,명사,名詞,한자어,書齋,書斎,,"「1」서적을 갖추어 두고 책을 읽거나 글을 쓰는 방.
「2」예전에, 한문을 사사로이 가르치던 곳.",「1」書物を備え置いて、本を読んだり文章を書いたりする部屋。 「2」昔、漢文を私的に教えた場所。,書斎,等級:2 語種:漢字語 品詞:名詞
2등급,서적,명사,名詞,한자어,書籍,書籍,,"일정한 목적, 내용, 체재에 맞추어 사상, 감정, 지식 따위를 글이나 그림으로 표현하여 적거나 인쇄하여 묶어 놓은 것.",一定の目的、内容、体裁に合わせて思想、感情、知識などを文字や絵で表現して書き記したり印刷してまとめたりしたもの。,書籍,等級:2 語種:漢字語 品詞:名詞
2등급,선,명사,名詞,한자어,線,線,,"「1」그어 놓은 금이나 줄.
「2」철선이나 전선 따위를 통틀어 이르는 말.
「3」기차나 전화 따위의 선로를 이르는 말.
「4」물체의 윤곽을 이루는 부분.
「5」다른 것과 구별되는 일정한 한계나 그 한계를 나타내는 기준.
「6」어떤 인물이나 단체와 맺고 있는 관계.
「7」‘광선’의 뜻을 나타내는 말.
「8」물체와 물체를 경계 짓는 부분.
「9」한 점이 연속적으로 움직여 이루어진 자취. 점 다음으로 단순한 도형의 구성 요소로서, 길이와 위치는 있으나 넓이와 두께는 없다. 직선과 곡선이 있다.
「10」보표에 있는 다섯 개의 줄. 아래서부터 제1선, 제2선, 제3선, 제4선, 제5선이라고 한다.",「1」引かれた線や 줄。 「2」鉄線や電線などを総称する言葉。 「3」汽車や電話などの路線を指す言葉。 「4」物体の輪郭をなす部分。 「5」他のものと区別される一定の限界や、その限界を示す基準。 「6」ある人物や団体と結ばれている関係。 「7」『光線』の意味を表す言葉。 「8」物と物の境界をなす部分。 「9」一点が連続的に動いてできた軌跡。点に次いで単純な図形の構成要素であり、長さと位置はあるが、面積と厚みはない。直線と曲線がある。 「10」五線譜にある5本の線。下から第1線、第2線、第3線、第4線、第5線という。,線,等級:2 語種:漢字語 品詞:名詞
