순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급,일본어 뜻
6445,수출하다,동,동사,動詞,輸出-,B,輸出する
6088,수컷,명,명사,名詞,,C,動物の雄
3075,수표,명,명사,名詞,手票,B,小切手
5235,수필,명,명사,名詞,隨筆,C,随筆
3823,수학,명,명사,名詞,"修學, 數學",B,数学
2358,수행하다,동,동사,動詞,遂行-,C,"遂行する, 成し遂げる"
4808,수험생,명,명사,名詞,受驗生,C,受験生
3417,수화기,명,명사,名詞,受話器,B,受話器
9653,숙녀,명,명사,名詞,淑女,C,淑女
6446,숙소,명,명사,名詞,宿所,B,宿所
2473,숙이다,동,동사,動詞,,B,俯く
1627,숙제,명,명사,名詞,宿題,A,宿題
532,순간,명,명사,名詞,瞬間,B,瞬間
5637,순간적,명,명사,名詞,瞬間的,C,瞬間的
1948,순서,명,명사,名詞,順序,B,順序
3759,순수,명,명사,名詞,純粹,C,純粋
2237,순수하다,형,형용사,形容詞,純粹-,B,純粋だ
4528,순식간,명,명사,名詞,瞬息間,C,瞬く間
5774,순위,명,명사,名詞,順位,C,順位
6627,순진하다,형,형용사,形容詞,純眞-,C,"純真だ, 純粋だ"
9655,순하다,형,형용사,形容詞,順-,C,"大人しい, 優しい, 穏やかだ"
7561,숟가락,명,명사,名詞,,A,匙・匕
372,술,"명, 의","명사, 의존 명사","名詞, 依存名詞","~을 먹다, 밥 한 ~",A,酒
7562,술병,명,명사,名詞,-甁,B,酒病
8134,술자리,명,명사,名詞,,B,酒席
5509,술잔,명,명사,名詞,-盞,B,"酒杯・酒盃, 杯"
2387,술집,명,명사,名詞,,B,"酒屋, 飲み屋"
1137,숨,명,명사,名詞,,B,"息, 呼吸"
3192,숨기다,동,동사,動詞,,C,"隠す, 包み隠す"
2006,숨다,동,동사,動詞,,B,"隠れる, 潜る, 潜む"
3009,숨지다,동,동사,動詞,,C,息を引き取る
1820,숫자,명,명사,名詞,數字,B,数字
1038,숲,명,명사,名詞,,B,"林, 森, 茂み"
992,쉬다,동,동사,動詞,"편안히 ~, 숨을 ~",A,"吐く, 吐き出す"
27846,쉰,수,수사,数詞,,A,五十
246,쉽다,형,형용사,形容詞,,A,"簡単だ, 容易だ, 容易い"
6447,슈퍼마켓,명,명사,名詞,supermarket,A,"スーパーマーケット
"
2900,스님,명,명사,名詞,,B,和尚
4078,스무,관,관형사,冠形詞,,A,二十
10126,스물,수,수사,数詞,,A,二十
614,스스로,"부, 명","부사, 명사","副詞, 名詞",,B,自ら
2132,스승,명,명사,名詞,,C,恩師
6628,스웨터,명,명사,名詞,sweater,B,"セーター
"
4354,스위치,명,명사,名詞,switch,C,開閉器
2599,스치다,동,동사,動詞,살짝 닿다,C,"触れる, 擦れる, 掠める"
17164,스케이트,명,명사,名詞,skate,B,"スケート,アイススケート"
9213,스케줄,명,명사,名詞,schedule,B,"スケジュール
"
9214,스키,명,명사,名詞,ski,A,スキー
10634,스키장,명,명사,名詞,ski場,B,スキー場
1676,스타,명,명사,名詞,star,B,スター
2238,스타일,명,명사,名詞,style,B,"格好, 身なり"
3646,스튜디오,명,명사,名詞,studio,C,スタジオ
1486,스트레스,명,명사,名詞,stress,A,"ストレス
"
1689,스포츠,명,명사,名詞,sports,A,スポーツ
5511,슬그머니,부,부사,副詞,,C,密かに
5125,슬쩍,부,부사,副詞,,C,"こっそり,そっと"
7822,슬퍼하다,동,동사,動詞,,B,悲しむ・哀しむ
2284,슬프다,형,형용사,形容詞,,A,悲しい・哀しい
2804,슬픔,명,명사,名詞,,B,悲しみ
1742,습관,명,명사,名詞,習慣,B,習慣
7564,습기,명,명사,名詞,濕氣,C,湿気
4136,승객,명,명사,名詞,乘客,C,乗客
2744,승리,명,명사,名詞,勝利,C,勝利
6089,승리하다,동,동사,動詞,勝利-,C,勝利する
4079,승부,명,명사,名詞,勝負,C,勝負
2774,승용차,명,명사,名詞,乘用車,B,乗用車
3591,승진,명,명사,名詞,昇進,C,昇進
193,시,"명, 의","명사, 의존 명사","名詞, 依存名詞","市, 時, 詩",A,市
1264,시각,명,명사,名詞,"時刻, 視角",C,時刻
99,시간,"의, 명","의존 명사, 명사","依存名詞, 名詞",時間,A,時間
1677,시계,명,명사,名詞,時計,A,時計
1539,시골,명,명사,名詞,,B,田舎
7823,시금치,명,명사,名詞,,C,ほうれん草
579,시기,명,명사,名詞,"時期, 時機",C,時期
4809,시끄럽다,형,형용사,形容詞,,B,"騒がしい, 騒々しい"
5126,시나리오,명,명사,名詞,scenario,C,脚本
2340,시내,명,명사,名詞,市內,B,市内
12628,시내버스,명,명사,名詞,市內bus,B,市内バス
111,시대,명,명사,名詞,時代,B,時代
10637,시대적,명,명사,名詞,時代的,C,時代的
9658,시댁,명,명사,名詞,媤宅,C,実家
4530,시도,명,명사,名詞,試圖,C,試し
2446,시도하다,동,동사,動詞,試圖-,B,"試す, 試みる"
8822,시들다,동,동사,動詞,,C,"萎れる, 萎びる, 枯れる"
8823,시디,명,명사,名詞,콤팩트디스크,C,"シーディープレーヤー,シーディープレイヤー"
6267,시디롬,명,명사,名詞,CD-ROM,C,シーディーロム
1548,시리즈,명,명사,名詞,series,B,"シリーズ
"
4001,시멘트,명,명사,名詞,cement,C,"セメント
"
611,시민,명,명사,名詞,市民,B,市民
9660,시부모,명,명사,名詞,媤父母,B,舅姑
1027,시선,명,명사,名詞,視線,C,視線
650,시설,명,명사,名詞,施設,B,施設
1641,시스템,명,명사,名詞,system,C,"制度, 体系"
27910,시아버지,명,명사,名詞,媤-,B,舅
4915,시야,명,명사,名詞,視野,C,視野
3824,시어머니,명,명사,名詞,媤-,B,姑
9222,시외,명,명사,名詞,市外,B,市外
18933,시외버스,명,명사,名詞,市外bus,C,市外バス
1844,시원하다,형,형용사,形容詞,,A,涼しい
1509,시월,명,명사,名詞,十月,A,十月
1463,시위,명,명사,名詞,示威,C,弦
890,시인,명,명사,名詞,詩人,B,詩人
5935,시일,명,명사,名詞,時日,C,時日
1454,시작,명,명사,名詞,始作,A,"始まり, 始め, 開始"
573,시작되다,동,동사,動詞,始作-,A,始まる
131,시작하다,동,동사,動詞,始作-,A,"始める, 手掛ける, 起す"
218,시장,명,명사,名詞,"市長, 市場",A,市場
559,시절,명,명사,名詞,時節,B,時代
2239,시점,명,명사,名詞,時點,C,時点
3482,시중,명,명사,名詞,市中,C,市中
3938,시즌,명,명사,名詞,season,C,シーズン
3825,시집,명,명사,名詞,"媤-, 詩集",B,夫の実家
5638,시집가다,동,동사,動詞,媤-,C,"嫁入りする, 嫁ぐ"
5639,시청,명,명사,名詞,市廳,B,市役所
5514,시청률,명,명사,名詞,視聽率,C,視聴率
2503,시청자,명,명사,名詞,視聽者,B,視聴者
876,시키다,동,동사,動詞,,B,させる
5936,시합,명,명사,名詞,試合,C,試合
639,시험,명,명사,名詞,試驗,A,"試験, 考試, 考査"
725,식,의,의존 명사,依存名詞,式,B,式
1556,식구,명,명사,名詞,食口,B,家族
8140,식기,명,명사,名詞,食器,C,食器
3878,식다,동,동사,動詞,,B,"冷める, 冷える"
1393,식당,명,명사,名詞,食堂,A,食堂
1907,식량,명,명사,名詞,食糧,C,食糧
10131,식료품,명,명사,名詞,食料品,C,食料品
1444,식물,명,명사,名詞,植物,B,植物
4711,식빵,명,명사,名詞,食-,B,食パン
928,식사,명,명사,名詞,食事,A,食事
5777,식사하다,동,동사,動詞,食事-,A,食事する
6268,식생활,명,명사,名詞,食生活,C,食生活
8444,식욕,명,명사,名詞,食慾,C,食欲
2635,식용유,명,명사,名詞,食用油,B,食用油
6091,식초,명,명사,名詞,食醋,B,酢
2932,식탁,명,명사,名詞,食卓,A,食卓
1723,식품,명,명사,名詞,食品,B,食品
27929,식품점,명,명사,名詞,食品店,C,食品店
10132,식히다,동,동사,動詞,,C,冷める
1141,신,명,명사,名詞,"~이 나다, 神",B,履き物
1022,신경,명,명사,名詞,神經,C,神経
2687,신고,명,명사,名詞,申告,B,申告
3320,신고하다,동,동사,動詞,申告-,C,"届け出る, 申告する"
4002,신규,명,명사,名詞,新規,C,新規
3939,신기하다,형,형용사,形容詞,"神奇-, 新奇-",C,不思議だ
4082,신념,명,명사,名詞,信念,C,信念
2715,신다,동,동사,動詞,,A,履く
,신라,고,고유 명사,固有名詞,新羅,C,新羅
3156,신랑,명,명사,名詞,新郞,B,"花婿, お婿さん, 新郎"
513,신문,명,명사,名詞,新聞,A,新聞
5516,신문사,명,명사,名詞,新聞社,B,新聞社
5127,신문지,명,명사,名詞,新聞紙,B,新聞紙
2199,신발,명,명사,名詞,,A,履き物
2285,신부,명,명사,名詞,"神父, 新婦",B,花嫁
2133,신분,명,명사,名詞,身分,C,身分
5238,신비,명,명사,名詞,神秘,C,神秘
8826,신사,명,명사,名詞,紳士,C,紳士
2658,신선하다,형,형용사,形容詞,新鮮-,B,新鮮だ
5239,신설,명,명사,名詞,新設,C,新設
4355,신세,명,명사,名詞,~를 망치다,C,身の上
4810,신세대,명,명사,名詞,新世代,C,新世代
5939,신속하다,형,형용사,形容詞,迅速-,C,"迅速だ, 素早い"
2266,신용,명,명사,名詞,信用,B,信用
4214,신인,명,명사,名詞,新人,C,新人
4083,신입생,명,명사,名詞,新入生,B,新入生
5940,신제품,명,명사,名詞,新製品,C,新製品
5941,신중하다,형,형용사,形容詞,愼重-,C,"慎重だ, 用心深い"
2359,신청,명,명사,名詞,申請,B,申請
7828,신청서,명,명사,名詞,申請書,C,申請書
4003,신청하다,동,동사,動詞,申請-,C,"申請する, 申し込む"
1209,신체,명,명사,名詞,身體,B,身体
9666,신체적,명,명사,名詞,身體的,C,身体的
2868,신호,명,명사,名詞,信號,B,"信号, 合図"
6269,신호등,명,명사,名詞,信號燈,B,信号灯
8828,신혼부부,명,명사,名詞,新婚夫婦,B,新婚夫婦
6270,신혼여행,명,명사,名詞,新婚旅行,B,新婚旅行
1575,신화,명,명사,名詞,神話,C,神話
1520,싣다,동,동사,動詞,,B,"載せる, 積む"
6271,실,명,명사,名詞,~을 감다,C,糸
5240,실감,명,명사,名詞,實感,C,実感
2343,실내,명,명사,名詞,室內,B,室内
3193,실력,명,명사,名詞,實力,B,"実力, 力量, 能力"
7291,실례,명,명사,名詞,失禮,A,失礼
17194,실례하다,동,동사,動詞,失禮-,A,失礼する
2360,실로,부,부사,副詞,實-,C,"実に, 誠に・真に・実に"
2007,실리다,동,동사,動詞,'싣다'의 피동사,C,"載せられる, 積まれる"
5241,실망,명,명사,名詞,失望,C,失望
5372,실망하다,동,동사,動詞,失望-,C,失望する
1540,실수,명,명사,名詞,失手,B,"誤り, 失敗, 間違い"
9670,실수하다,동,동사,動詞,失手-,B,"誤る, 失敗する, 間違える"
3157,실습,명,명사,名詞,實習,C,実習
1870,실시,명,명사,名詞,實施,C,実施
2134,실시되다,동,동사,動詞,實施-,C,実施される
771,실시하다,동,동사,動詞,實施-,C,実施する
4004,실은,부,부사,副詞,實-,C,実は
4288,실장,명,명사,名詞,室長,C,室長
2162,실정,명,명사,名詞,實情,C,失政
1809,실제,"부, 명","부사, 명사","副詞, 名詞",實際,B,実際
855,실제로,부,부사,副詞,實際-,C,実際に
3761,실질적,명,명사,名詞,實質的,C,実質的
943,실천,명,명사,名詞,實踐,C,実践
1894,실천하다,동,동사,動詞,實踐-,C,実践する
2504,실체,명,명사,名詞,實體,C,"実体, 実質"
5128,실컷,부,부사,副詞,,C,"思う存分, 思い切り"
3076,실태,명,명사,名詞,實態,C,実態
3242,실패,명,명사,名詞,失敗,B,失敗
2933,실패하다,동,동사,動詞,失敗-,B,失敗する
1908,실험,명,명사,名詞,實驗,C,実験
3537,실현,명,명사,名詞,實現,C,実現
4917,실현되다,동,동사,動詞,實現-,C,実現される
3694,실현하다,동,동사,動詞,實現-,C,実現する
776,싫다,형,형용사,形容詞,,A,"嫌だ, 嫌いだ"
10136,싫어지다,동,동사,動詞,,B,"嫌になる, 嫌いになる"
2636,싫어하다,동,동사,動詞,,A,"嫌がる, 嫌う"
1073,심각하다,형,형용사,形容詞,深刻-,B,深刻だ
9231,심각해지다,동,동사,動詞,深刻-,C,
1333,심다,동,동사,動詞,,B,植える
2416,심리,명,명사,名詞,心理,B,心理
6451,심리적,명,명사,名詞,心理的,C,心理的
6095,심부름,명,명사,名詞,,B,お使い
3484,심사,명,명사,名詞,審査,C,審査
6634,심심하다,형,형용사,形容詞,지루하다,C,"退屈だ, 詰まらない"
2042,심장,명,명사,名詞,心臟,C,心臓
2417,심정,명,명사,名詞,心情,C,心情
4005,심판,명,명사,名詞,審判,C,審判
761,심하다,형,형용사,形容詞,甚-,B,激しい
5373,심해지다,동,동사,動詞,甚-,B,
24036,십,수,수사,数詞,十,A,十
1410,십이월,명,명사,名詞,十二月,A,十二月
2099,십일월,명,명사,名詞,十一月,A,十一月
8830,싱겁다,형,형용사,形容詞,,B,薄い
4137,싱싱하다,형,형용사,形容詞,,C,"瑞瑞しい・水水しい, 生き生きする"
92,싶다,보,보조 용언,補助用言,,A,"かと思う, かもしれないと思う"
5641,싶어지다,보,보조 용언,補助用言,,C,
7292,싸구려,명,명사,名詞,,C,安物
2100,싸다,"동, 형","동사, 형용사","動詞, 形容詞","보자기에 ~, 집값이 ~",A,包む
1007,싸우다,동,동사,動詞,,A,"喧嘩する, 争う, 戦う, 諍う"
1384,싸움,명,명사,名詞,,B,"争い, 喧嘩, 戦い"
9233,싹,부,부사,副詞,,C,"すぱり,すぱっと,ちょきん"
8146,싼값,명,명사,名詞,,C,安値
695,쌀,명,명사,名詞,,B,米
5778,쌍,명,명사,名詞,雙,C,"対, 揃い"
5031,쌍둥이,명,명사,名詞,雙-,C,双子
1521,쌓다,동,동사,動詞,,B,積む
1411,쌓이다,동,동사,動詞,,B,"積もる・積る, 積まれる"
5944,썩,부,부사,副詞,,C,"結構, 余り"
2901,썩다,동,동사,動詞,,B,"腐る, 痛む, 腐敗する"
1098,썰다,동,동사,動詞,,B,"切る, 刻む"
5779,썰렁하다,형,형용사,形容詞,,C,"冷ややかだ, 冷や冷やする"
2418,쏘다,동,동사,動詞,,B,"打つ, 射る"
2344,쏟다,동,동사,動詞,,B,"零す・溢す, 流す"
1895,쏟아지다,동,동사,動詞,,B,"零れる, 零れ落ちる"
169,쓰다,"동, 형","동사, 형용사","動詞, 形容詞","글씨를 ~, 모자를 ~, 약을 ~, 나물이 ~",A,書く
5244,쓰다듬다,동,동사,動詞,,C,撫でる
2576,쓰러지다,동,동사,動詞,,C,"倒れる, 転ぶ"
1046,쓰레기,명,명사,名詞,,A,ごみ
7835,쓰레기통,명,명사,名詞,-桶,B,ごみ箱
1359,쓰이다,동,동사,動詞,"글이 ~, 농사에 기계가 ~",B,書かれる
9675,쓴맛,명,명사,名詞,,C,苦味
4443,쓸다,동,동사,動詞,마당을 ~,C,掃く
7057,쓸데없다,형,형용사,形容詞,,C,"無駄だ, 余計だ"
8832,쓸데없이,부,부사,副詞,,C,"無駄に, 余計に"
4289,쓸쓸하다,형,형용사,形容詞,,C,寂しい・淋しい
5642,씌우다,동,동사,動詞,아이에게 모자를 ~,C,"被せる, 覆い被せる, 掛ける"
37,씨,"명, 의","명사, 의존 명사","名詞, 依存名詞","~를 심다, 氏",A,氏
5374,씨름,명,명사,名詞,,B,韓国相撲
6096,씨앗,명,명사,名詞,,C,"種, 種物"
6272,씩씩하다,형,형용사,形容詞,,B,"雄雄しい・男男しい, 勇ましい, 元気だ, 強い"
2968,씹다,동,동사,動詞,,B,"噛む, 咀嚼する"
9238,씻기다,동,동사,動詞,"비에 ~, 아이를 ~",C,洗われる
947,씻다,동,동사,動詞,,A,"洗う, 洗い落とす, 流す"
297,아,감,감탄사,感嘆詞,,A,"あ,あら,や,おお,わあ"
2474,아가씨,명,명사,名詞,,B,お嬢さん
615,아기,명,명사,名詞,,A,"赤ん坊, 赤子"
1363,아까,"부, 명","부사, 명사","副詞, 名詞",,B,"先程, 少し前"
3695,아깝다,형,형용사,形容詞,,C,"惜しい, 勿体無い"
1884,아끼다,동,동사,動詞,,C,"惜しむ, 大事にする"
913,아나운서,명,명사,名詞,announcer,B,"アナウンサー,アナ
"
408,아내,명,명사,名詞,,A,"妻, 家内, 女房"
3538,아냐,감,감탄사,感嘆詞,,C,"いや,いえ"
7058,아뇨,감,감탄사,感嘆詞,,B,いいえ
765,아니,"부, 감","부사, 감탄사","副詞, 感嘆詞",,A,"いや
"
16,아니다,형,형용사,形容詞,,A,"ではない
"
4918,아니야,감,감탄사,感嘆詞,,B,いや
2447,아니요,감,감탄사,感嘆詞,,A,いいえ
1845,아니하다,보,보조 용언,補助用言,,C,"ない,くない,ではない	"
24058,아드님,명,명사,名詞,,C,御子息
295,아들,명,명사,名詞,,A,息子
453,아래,명,명사,名詞,,A,下
7059,아래쪽,명,명사,名詞,,B,"下の方, 下方"
11936,아래층,명,명사,名詞,-層,B,"下層, 下の階"
7836,아랫사람,명,명사,名詞,,C,目下
4712,아르바이트,명,명사,名詞,&독Arbeit,C,内職
332,아름답다,형,형용사,形容詞,,A,"美しい, 麗しい"
735,아마,부,부사,副詞,,A,"多分, 恐らく"
2135,아마도,부,부사,副詞,,B,"多分, 恐らく"
748,아무,"관, 대","관형사, 대명사","冠形詞, 代名詞",,A,誰
4533,아무개,대,대명사,代名詞,,C,"某・何某, 誰がし"
1464,아무것,명,명사,名詞,,B,何
1949,아무래도,부,부사,副詞,,B,"どうしても,どうでも"
1028,아무런,관,관형사,冠形詞,,C,"何等の, 何の"
2805,아무렇다,형,형용사,形容詞,,B,"どうである
"
693,아무리,부,부사,副詞,,B,幾ら
2969,아무튼,부,부사,副詞,,B,何はともあれ
2870,아버님,명,명사,名詞,,B,御父様
153,아버지,명,명사,名詞,,A,"父, 父親, 御父さん"
379,아빠,명,명사,名詞,,A,お父ちゃん
5375,아쉬움,명,명사,名詞,,C,"未練, 名残"
3077,아쉽다,형,형용사,形容詞,,C,物足りない
7060,아스팔트,명,명사,名詞,asphalt,C,アスファルト
,아시아,고,고유 명사,固有名詞,Asia,B,アジア
4139,아아,감,감탄사,感嘆詞,,B,"わぁ,ああ"
1557,아예,부,부사,副詞,,C,"初めから, 頭から, 天から"
2101,아울러,부,부사,副詞,,C,合わせて・併せて
3010,아유,감,감탄사,感嘆詞,,C,"ふう,ああ,あら"
96,아이,"명, 감","명사, 감탄사","名詞, 感嘆詞",,A,"子, 子供"
2043,아이고,감,감탄사,感嘆詞,,B,"あ,あら,やれやれ,まあ"
2531,아이디어,명,명사,名詞,idea,C,"アイデア,アイディア"
14611,아이스크림,명,명사,名詞,ice-cream,A,アイスクリーム
616,아저씨,명,명사,名詞,,A,"叔父・伯父, 叔父さん・伯父さん"
274,아주,부,부사,副詞,,A,"非常に, 大変"
1743,아주머니,명,명사,名詞,,A,"叔母・伯母, 叔母さん・伯母さん"
2419,아줌마,명,명사,名詞,,A,小母さん
201,아직,부,부사,副詞,,A,未だ
323,아침,명,명사,名詞,,A,朝
851,아파트,명,명사,名詞,apartment,A,"マンション,アパート"
589,아프다,형,형용사,形容詞,,A,"痛い, 病気になる, 痛む"
,아프리카,고,고유 명사,固有名詞,Africa,B,アフリカ
2361,아픔,명,명사,名詞,,B,痛み
7061,아하,감,감탄사,感嘆詞,,C,"ああ,そうか"
12669,아홉,수,수사,数詞,,A,九
49265,아흔,수,수사,数詞,,A,九十
3122,악기,명,명사,名詞,樂器,B,楽器
4218,악몽,명,명사,名詞,惡夢,C,悪夢
4290,악수,명,명사,名詞,握手,B,握手
44,안,"명, 부","명사, 부사","名詞, 副詞","집 ~, 아니, 案",A,"中, 内部, 内, 奥"
3762,안개,명,명사,名詞,,C,霧
2659,안경,명,명사,名詞,眼鏡,A,眼鏡
15800,안과,명,명사,名詞,眼科,C,眼科
4006,안기다,동,동사,動詞,"'안다'의 피동사, '안다'의 사동사",C,抱かれる
4219,안내,명,명사,名詞,案內,C,"案内, お知らせ"
5032,안내하다,동,동사,動詞,案內-,B,案内する
7294,안녕,감,감탄사,感嘆詞,安寧,A,"元気, 元気で"
1978,안녕하다,형,형용사,形容詞,安寧-,A,安寧だ
4444,안녕히,부,부사,副詞,安寧-,A,安寧に
929,안다,동,동사,動詞,,A,抱く
,안동,고,고유 명사,固有名詞,安東,C,
2970,안되다,"동, 형","동사, 형용사","動詞, 形容詞","공부가 ~, 마음이 언짢다",A,気の毒だ
2136,안방,명,명사,名詞,-房,B,"奥の部屋, 内室"
8154,안부,명,명사,名詞,安否,C,安否
9241,안심하다,동,동사,動詞,安心-,C,安心する
2115,안전,명,명사,名詞,安全,B,安全
2835,안전하다,형,형용사,形容詞,安全-,B,安全だ
1474,안정,명,명사,名詞,安定,C,安定
3696,안정되다,동,동사,動詞,安定-,C,安定する
4623,안주,명,명사,名詞,按酒,B,安住
3362,안쪽,명,명사,名詞,,B,"内側, 内部, 内面"
2554,안타깝다,형,형용사,形容詞,,B,"哀れだ, 気の毒だ, 可哀想だ, 残念だ"
4445,안팎,명,명사,名詞,,C,"内外, 表裏"
183,앉다,동,동사,動詞,,A,"座る, 掛ける, 着く, 腰を下ろす"
5033,앉히다,동,동사,動詞,,C,座らせる
11,않다,"동, 보","동사, 보조 용언","動詞, 補助用言",,A,しない
2200,알,명,명사,名詞,,B,卵
36,알다,동,동사,動詞,,A,"知る, 分かる, 理解する"
500,알려지다,동,동사,動詞,,B,知らされる
5246,알루미늄,명,명사,名詞,aluminium,C,"アルミニウム,アルミ"
993,알리다,동,동사,動詞,,B,知らせる
1364,알맞다,형,형용사,形容詞,,B,"程好い, 適当だ"
4357,알아내다,동,동사,動詞,,C,"探り出す, 突き止める"
2362,알아듣다,동,동사,動詞,,B,"分かる, 聞き分ける"
388,알아보다,동,동사,動詞,,C,調べる
5247,알아주다,동,동사,動詞,,C,"察する, 思いやる, 理解する"
7066,알코올,명,명사,名詞,alcohol,C,アルコール
2137,앓다,동,동사,動詞,,B,患う
4358,암,명,명사,名詞,癌,B,癌
5783,암시,명,명사,名詞,暗示,C,暗示
5946,암컷,명,명사,名詞,,C,雌
2008,압력,명,명사,名詞,壓力,C,圧力
64,앞,명,명사,名詞,,A,"前, 前面"
5376,앞길,명,명사,名詞,앞에 있는 길,B,前の通り
5784,앞날,명,명사,名詞,,C,"将来, 未来, 後日"
1628,앞두다,동,동사,動詞,,C,控える
4220,앞뒤,명,명사,名詞,,B,"前後, 後先"
10669,앞문,명,명사,名詞,-門,C,"玄関のドア, 玄関口, 前扉"
8457,앞바다,명,명사,名詞,,C,近海
1299,앞서,부,부사,副詞,,C,"先立って, 先に"
2201,앞서다,동,동사,動詞,,B,先立つ
3486,앞세우다,동,동사,動詞,,C,先立たせる
2555,앞장서다,동,동사,動詞,,C,先頭に立つ
7838,앞쪽,명,명사,名詞,,B,"前の方, 前方"
315,애,명,명사,名詞,"~가 타다, 아이",B,"子, 子供"
1651,애쓰다,동,동사,動詞,,C,"骨折る, 努力する"
3419,애인,명,명사,名詞,愛人,B,恋人
3078,애정,명,명사,名詞,愛情,C,愛情
3420,애초,명,명사,名詞,-初,C,"最初, 当初, 初め"
7068,액세서리,명,명사,名詞,accessory,B,アクセサリー
2971,액수,명,명사,名詞,額數,C,金額
7840,앨범,명,명사,名詞,album,C,アルバム
821,야,감,감탄사,感嘆詞,,B,"やあ,おや"
5644,야간,명,명사,名詞,夜間,C,夜間
2688,야구,명,명사,名詞,野球,A,野球
19003,야구장,명,명사,名詞,野球場,C,野球場
4360,야단,명,명사,名詞,惹端,C,大騒ぎ
9685,야옹,부,부사,副詞,,C,"ニャー,ニャン	"
6098,야외,명,명사,名詞,野外,B,野外
3194,야채,명,명사,名詞,野菜,B,野菜
8840,야하다,형,형용사,形容詞,冶-,C,"色っぽい, 派手だ"
677,약,"명, 관","명사, 관형사","名詞, 冠形詞","~이 오르다, 約, 藥",A,怒り
666,약간,"명, 부","명사, 부사","名詞, 副詞",若干,B,若干
7298,약국,명,명사,名詞,藥局,A,"薬局, 薬屋"
1203,약속,명,명사,名詞,約束,A,約束
2660,약속하다,동,동사,動詞,約束-,A,約束する
9248,약수,명,명사,名詞,藥水,C,約数
4534,약점,명,명사,名詞,弱點,C,"弱点, 弱み"
9249,약품,명,명사,名詞,藥品,C,薬品
1860,약하다,형,형용사,形容詞,弱-,B,弱い
5377,약해지다,동,동사,動詞,弱-,C,
28129,약혼녀,명,명사,名詞,約婚女,C,婚約者
34677,약혼자,명,명사,名詞,約婚者,C,婚約者
8458,얄밉다,형,형용사,形容詞,,C,憎たらしい
3421,얇다,형,형용사,形容詞,,B,薄い
1428,양,"명, 관, 의","명사, 관형사, 의존 명사","名詞, 冠形詞, 依存名詞","羊, 兩, 量, 孃",B,羊
3044,양국,명,명사,名詞,兩國,C,両国
3422,양념,명,명사,名詞,,B,"薬味, 味付け, 調味料"
21230,양력,명,명사,名詞,陽曆,C,"陽暦, 太陽暦"
5248,양말,명,명사,名詞,洋襪,A,靴下
9250,양배추,명,명사,名詞,洋-,B,キャベツ
9251,양보,명,명사,名詞,讓步,C,譲り
5129,양보하다,동,동사,動詞,讓步-,B,譲る
4535,양복,명,명사,名詞,洋服,A,背広
8459,양상추,명,명사,名詞,洋-,C,"レタス,タマヂシャ"
1831,양식,명,명사,名詞,"洋食, 樣式",C,洋食
4007,양심,명,명사,名詞,良心,C,良心
9252,양옆,명,명사,名詞,兩-,C,両側
8157,양주,명,명사,名詞,洋酒,C,洋酒
2532,양쪽,명,명사,名詞,兩-,B,"両側, 両方"
2116,양파,명,명사,名詞,洋-,B,玉葱
9253,얕다,형,형용사,形容詞,,B,"浅い, 低い"
3079,얘,"감, 불","감탄사, 분석 불능","感嘆詞, 分析不能",이 아이,B,"やあ,おい"
237,얘기,명,명사,名詞,이야기,A,"口達者, 口巧者"
736,얘기하다,동,동사,動詞,,A,"話す, 語る, 述べる"
446,어,감,감탄사,感嘆詞,,A,"あ,あら,や,おお,わあ"
4814,어기다,동,동사,動詞,,C,"破る, 反する, 背く, 違反する, 従わない"
975,어깨,명,명사,名詞,,A,肩
133,어느,관,관형사,冠形詞,,A,"どの,どんな
"
4919,어느덧,부,부사,副詞,,C,いつの間にか
2028,어느새,부,부사,副詞,,B,いつの間にか
9254,어두워지다,동,동사,動詞,,B,
1475,어둠,명,명사,名詞,,B,"暗がり, 暗闇"
1476,어둡다,형,형용사,形容詞,,B,暗い
155,어디,"감, 대","감탄사, 대명사","感嘆詞, 代名詞",,A,"どこ
"
4815,어때,불,분석 불능,分析不能,어떠해,B,
845,어떠하다,형,형용사,形容詞,,A,"どうだ,どんな"
2689,어떡하다,불,분석 불능,分析不能,어떠하게 하다,B,
67,어떤,관,관형사,冠形詞,,A,"どんな,どのような,どういう"
76,어떻다,형,형용사,形容詞,,A,どうだ
1455,어려움,명,명사,名詞,,B,"難しさ, 困難"
6640,어려워지다,동,동사,動詞,,C,
223,어렵다,형,형용사,形容詞,,A,難しい
653,어른,명,명사,名詞,,A,"大人, 成人"
481,어리다,"동, 형","동사, 형용사","動詞, 形容詞","눈물이 ~, 나이가 적다",B,幼い
3698,어리석다,형,형용사,形容詞,,C,"愚かだ, 馬鹿だ, 間抜けだ"
4084,어린아이,명,명사,名詞,,B,"子供, 児童, 小児"
4624,어린애,명,명사,名詞,,B,"子供, 児童, 小児"
802,어린이,명,명사,名詞,,A,"児童, 子供"
8160,어린이날,명,명사,名詞,,B,こどもの日
3080,어머,감,감탄사,感嘆詞,,B,"あら,まあ"
106,어머니,명,명사,名詞,,A,"母, 母親, 実母, お母さん"
2902,어머님,명,명사,名詞,,B,御母様
2775,어색하다,형,형용사,形容詞,語塞-,B,気まずい
1522,어서,부,부사,副詞,,A,早く
990,어울리다,동,동사,動詞,,B,"和合する, 融和する, 相和する"
28175,어저께,명,명사,名詞,,C,昨日
