word,pos,meaning,definition,target_code
부정되다,동사,ひていされる【否定される】。いなまれる【否まれる】,"そうではないと判断されて決められたり、正しくないと反対されたりする。
",59806
부정적,명사,ひていてき【否定的】,"そうではないと断定したり、正しくないと反対したりすること。
",26326
부정적,관형사,ひていてき【否定的】,"そうではないと断定したり、正しくないと反対したりするさま。
",26325
부정하다,동사,ひていする【否定する】。いなむ【否む】,"そうではないと判断して決めたり、正しくないと反対したりする。
",26327
부정하다,형용사,ふせいだ【不正だ】	,"ある物事や行動が正しくない。
",59813
부정하다,형용사,ふていだ【不定だ】	,"一定に決まっていない。
",59814
부정확,명사,ふせいかく【不正確】,正しくないか、定かでないこと。,59820
부정확하다,형용사,ふせいかくだ【不正確だ】	,"正しくないか、確かでない。
",59822
부족,명사,ぶぞく【部族】,同じ祖先・言語・宗教などを持ち、一つの社会を構成する地域の生活共同体。,59844
부주의,명사,ふちゅうい【不注意】,ある事を行う上で、精神を集中せずに慎重でないこと。,59851
부주의하다,형용사,ふちゅういだ【不注意だ】	,"何かをするのに集中せずに注意が足りない。
",59852
부지런히,부사,きんべんに【勤勉に】。まじめに【真面目に】。まめまめしく【忠実忠実しく】。せっせと,"怠けなく、地道に一所懸命に。
",26501
부채,명사,おうぎ【扇】。せんす【扇子】,手に持ち、あおいで風を起こす道具。,26502
부채질,명사,,"うちわや広い紙などを動かして風を起こすこと。
",60049
부채질하다,동사,あおぐ【扇ぐ・煽ぐ】,"うちわや広い紙などを動かして風を起こす。
",60056
부처,명사,"ほとけ・ぶつ【仏】。ぶつだ【仏陀】
","仏教の創始者、釈迦牟尼（しゃかむに）。
",60060
부처님,명사,ほとけさま【仏様】,仏教の創始者の釈迦牟尼（しゃかむに）を表す尊敬語。,60062
부츠,명사,ブーツ　,足首・ふくらはぎ・膝までの長さを持つ靴。,59288
부치다,동사,やく【焼く】,"油をひいたフライパンに生地や卵などを平らに流しいれて食べられるようにする。
",59650
부케,명사,ブーケ,結婚式で新婦が手に持つ小さな花束。,59289
부통령,명사,ふくだいとうりょう【副大統領】,一部の大統領中心制の国で大統領を補佐し、大統領の不在時に大統領の役割を代行する職位。また、その職位の人。,59660
부팅,명사,ブート。きどう【起動】,パソコンを起動または再起動する作業。,601667
부풀,명사,けば【毛羽】,紙や布などの表面にできる、細かい毛のようなもの。,59964
부품,명사,ぶひん【部品】,機械などの全体の中の一部分をなしているもの。,26505
뷔페,명사,バイキングりょうり【バイキング料理】。バイキング,多種の料理を1ヵ所に置き、各自が自ら選択して取り分けて食べるようにした食堂。,61014
브라보,감탄사,ブラボー,「うまい」、「いい」、「楽しい」などの意味で叫ぶ声。,601684
브래지어,명사,ブラジャー。ブラ,胸に着ける女性の下着。,601686
브런치,명사,ブランチ,朝食兼昼食に食べる午前中の食事。,601688
브로치,명사,ブローチ　,洋服の襟や胸などにつける装身具。,61052
브로콜리,명사,ブロッコリー,花の部分と茎からなる緑の野菜。,601690
비-,접사,ひ【非】	,"「そうでない」という意を付加する接頭辞。
",70676
비결,명사,ひけつ【秘訣】,世間に知られていない自分だけのとっておきの方法。,61058
비계,명사,あぶらみ【脂身】,豚・牛などの動物の皮の内側についている脂肪の多い部分。,60404
비공개,명사,ひこうかい【非公開】,ある事実や内容を外部に公開しないこと。,60407
비과학적,명사,ひかがくてき【非科学的】,科学の内容や体系を根拠にしていないこと。,60416
비과학적,관형사,ひかがくてき【非科学的】	,"科学の内容や体系を根拠にしていないさま。
",60420
비교적,명사,ひかくてき【比較的】,ある物事を他の物事と比べて何が同じで何が違うかを判断すること。,60913
비교적,관형사,ひかくてき【比較的】,"ある物事を他の物事と比べて、何が同じで何が違うかを判断するさま。
",60914
비교적,부사,ひかくてき【比較的】。わりと【割と】。わりに【割りに】。わりあい【割合】	,"一定の水準や普通の基準と比べてかなり。
",71061
비극,명사,"ひげき【悲劇】
","非常に悲しくて悲惨な出来事。
",25661
비기다,동사,ひきわける【引き分ける】,"勝負事で点数が同じで、勝負を付けずに終わる。
",25663
비난,명사,ひなん【非難】,他人の過失や欠点に対して悪く言うこと。,25665
비난하다,동사,ひなんする【非難する】,"他人の過失や欠点に対して悪く言う。 
",60910
비눗갑,명사,せっけんばこ【石鹸箱】。せっけんいれ【石鹸入れ】,石鹸を入れておく小さい箱。,60414
비눗방울,명사,シャボンだま【シャボン玉】。ふきだま【吹き玉】,石鹸水からできる丸い玉模様の泡。,60412
비닐,명사,ビニール　,主に包装に使われるものを作るのに用いる、火に燃えず水と空気が通らない物質。,60411
비닐봉지,명사,ビニールぶくろ【ビニール袋】,ビニールで作られた袋。,60418
비단,명사,きぬおりもの【絹織物】。シルク,絹糸で編んだ、軽くて肌触りが柔らかく、光沢と優雅な色を発する布。,92473
비로소,부사,はじめて【初めて】。ようやく	,"今まで成り立たなかった物事が実現してから。
",15759
비록,부사,たとえ。かりに【仮に】	,"いくらそうであっても。
",60894
비롯되다,동사,はじまる【始まる】。きいんする【起因する】,"最初となる。
",15683
비롯하다,동사,はじまる【始まる】。きいんする【起因する】,ある物事が最初に起こる。,15688
비린내,명사,なまぐさいにおい【生臭い臭い】,魚や動物の血からする、鼻をさす感じの気持ち悪い臭い。,60741
비만,명사,ひまん【肥満】,体が太ること。,15695
비만하다,형용사,ひまんする【肥満する】。ふとる【太る】。こえる【肥える】,"体が太って肥満になる。

",60744
비명,명사,ひめい【悲鳴】,驚いたり、非常に苦しかったりする時に出す声。,15756
비밀문서,명사,ひみつぶんしょ【秘密文書】,"人に知られてはならない文書。
",60751
비밀번호,명사,あんしょうばんごう【暗証番号】,銀行口座やコンピューターなどで、セキュリティのため、他人が分からないように作って使用する番号。,60752
비바람,명사,"あめかぜ【雨風】
","雨と風。
",15698
비법,명사,ひほう【秘法】,人に知られていない秘密の方法。,60814
비비다,동사,こする【擦る】。もむ【揉む】,"二つのものを触れ合わせて動かす。
",15702
비상구,명사,ひじょうぐち【非常口】,"突然の事故が起こったとき、急いで外部へ出られるように設けられた出入り口。

",60772
비상식,명사,ひじょうしき【非常識】,人々が普通知っているか、または知っておくべき知識と合わない知識。,600412
비상하다,형용사,とくべつだ【特別だ】	,"ありふれたものではなくて特別である。
",60647
비석,명사,ひせき【碑石】。せきひ【石碑】,石に文字を刻んで建てたもの。,60652
비슷비슷하다,형용사,にたりよったりだ【似たり寄ったりだ】。だいどうしょういだ【大同小異だ】	,"複数のものに差がほとんどなくてほぼ同じである。
",60663
비올라,명사,ビオラ,バイオリンよりやや大きく、4弦からなり、暗くて鈍い音を出す西洋の弦楽器。,90708
비용,명사,ひよう【費用】,ある事をするのにかかる金。,83163
비우다,동사,あける【空ける】,"中に入っているものをなくして、空にする。
",15631
비웃다,동사,あざわらう【嘲笑う】。ちょうしょうする【嘲笑する】。せせらわらう【せせら笑う】,"ある人、またはその人の行動をばかばかしく思って、あざけって笑う。
",16009
비유,명사,ひゆ【比喩】,物事を効果的に説明するためにそれと似たほかの物事に喩えて説明すること。また、その説明の方法。,60995
비유되다,동사,ひゆされる【比喩される】。たとえられる【譬えられる・喩えられる】,"物事が効果的に説明されるためにそれと似たほかの物事に喩えられて説明される。
",60996
비유하다,동사,ひゆする【比喩する】。たとえる【譬える・喩える】,"物事を効果的に説明するためにそれと似たほかの物事に喩えて説明する。 
",60999
비율,명사,ひりつ【比率】。わりあい【割合】,"基準になる数量に対するある数量の割合。



",15723
비자,명사,ビザ,外国人の出入国を許可する証明。,60707
비장애인,명사,けんじょうしゃ【健常者】。ひしょうがいしゃ【非障害者】,体に障害がなく、精神的能力が円滑で日常生活に不自由でない人。,600423
비전문가,명사,ひせんもんか【非専門家】,"ある分野で専門の知識や技術、経験などを備えていない人。
",60720
비정상,명사,ひせいじょう【非正常】,変わったところやトラブルなどが生じ、正常でない状態。,60724
비정상적,명사,ひせいじょうてき【非正常的】,変わったところやトラブルなどが生じ、正常でないこと。,93430
비정상적,관형사,ひせいじょうてき【非正常的】,変わったところやトラブルなどが生じ、正常でないさま。,93431
비주얼,명사,ビジュアル,主に人の外見を指す言葉。,600626
비중,명사,ひじゅう【比重】,他の物事と比べて持つ重要性の度合い。,15914
비즈니스,명사,ビジネス,一定の目的によって計画を立て、ある事を経営していくこと。また、その事。,60762
비지,명사,"おから。とうふがら【豆腐殻】
","豆腐を作って残った大豆のしぼりかす。
",60764
비추다,동사,てらす【照らす】,"光るものが他のものを明るくしたり、見えるようにしたりする。
",15994
비치다,동사,てる【照る】,"光って明るくなる。
",15640
비키다,동사,のく【退く】。どく【退く】。よける【避ける・除ける】,"出くわしたりぶつかったりしないように、いた場所から少し離れる。
",62370
비타민,명사,ビタミン,体内で生成されないが、動物の成長に必ず必要な栄養素。,60824
비타민제,명사,ビタミンざい【ビタミン剤】,不足しているビタミンを補充したり、ビタミン不足を予防するために飲む薬。,60826
비탈길,명사,さかみち【坂道】。さか【坂】,傾斜の激しい道。,60178
비틀거리다,동사,よろよろする。ふらふらする。よろめく【蹌踉めく】。ふらつく,"足取りがしっかりせず、あちこちに倒れそうに歩く。
",60303
비판,명사,ひはん【批判】,物事に詳しい検討を加えて、その是非を判定・指摘すること。,15972
비판적,명사,ひはんてき【批判的】,物事に詳しい検討を加えて、その是非を判定・指摘すること。,15736
비판적,관형사,ひはんてき【批判的】,物事に詳しい検討を加えて、その是非を判定・指摘するさま。,15729
비판하다,동사,ひはんする【批判する】,物事に詳しい検討を加えて、その是非を判定・指摘する。,65865
비표준어,명사,ひひょうじゅんご【非標準語】,標準語でない言葉。,600627
비하다,동사,"くらべる【比べる】。ひする【比する】。ひかくする【比較する】
","他のものとなぞらえたり、比較したりする。
",15641
비행,명사,ひこう【飛行】,空中を飛んでいくこと。,15738
비행장,명사,ひこうじょう【飛行場】,飛行機の離着陸に必要な施設を備えた場所。,15740
비행하다,동사,ひこうする【飛行する】 ,"空中を飛んでいく。  
",61500
비현실적,명사,ひげんじつてき【非現実的】,実際に存在していないか実現できないこと。,61502
비현실적,관형사,ひげんじつてき【非現実的】	,"実際に存在していないか実現できないさま。 
",61504
비효율적,명사,ひこうりつてき【非効率的】,使った労力に比べて、満足できる成果が得られていないこと。,61546
비효율적,관형사,ひこうりつてき【非効率的】	,"使った労力に比べて、満足できる成果が得られていないさま。 
",61547
빠뜨리다,동사,おとす【落とす】。おとしいれる【陥れる・落し入れる】,"水やくぼみなどの深いところに落ち込ませる。
",15643
빠른우편,명사,そくたつゆうびん【速達郵便】,郵便物を受け付けた翌日に配達される郵便。,60809
빠져나가다,동사,すりぬける【擦り抜ける】。ぬけだす【抜け出す】。くくる【潜る】,"制限された環境や境界の外に出ていく。
",15644
빠져나오다,동사,すりぬける【擦り抜ける】。ぬけだす【抜け出す】。くくる【潜る】,"制限された環境や境界の外に出てくる。
",15645
빠져들다,동사,すいこまれる【吸い込まれる】,"眠りや夢などに深く入る。
",60832
빠지다,동사,ぬける【抜ける】。はずれる【外れる】,"はまったり挟まれたりしていたものが抜け出る。
",66637
빠짐없이,부사,もれなく【漏れなく】。ておちなく【手落ちなく】。ぬかりなく【抜かりなく】	,"一つも欠かさずに全部。
",60833
빠트리다,동사,おとす【落とす】。おとしいれる【陥れる・落し入れる】,"水やくぼみなどの深いところに落ち込ませる。
",60923
빼기,명사,ひきざん【引き算】,ある数から他の数を引くこと。,61514
빼놓다,동사,ぬきだす【抜き出す】,"刺さったり打たれたりしているものを引き抜いて出す。
",15647
빼먹다,동사,"ぬかす【抜かす】。もらす【漏らす】
","言葉や文字などを落とす。
",61481
빼앗기다,동사,うばわれる【奪われる】。うばいとられる【奪い取られる】。とりあげられる【取り上げられる】,"持っているものが強制的に取り除かれたり、他人のものになったりする。
",15648
빼앗다,동사,うばう【奪う】。うばいとる【奪い取る】。とりあげる【取り上げる】,"他人の物を強制的に取り除いたり、自分の物にしたりする。
",15649
뼈,명사,"ほね・こつ【骨】
","動物や人間の体内で、その体を支える硬い物質。
",66640
뽀뽀,명사,ちゅう。くちづけ【口付け】。キス,体の一部分に唇をつけること。また、その行為。,61162
뽀뽀하다,동사,くちづけする【口付けする】。キスする,"体の一部分に唇をつける。
",61163
뽀얗다,형용사,かすんでいる【霞んでいる】	,"霞がかかったようにぼんやりして、白っぽく見える。
",62007
뿌리,명사,"ね【根】。ねっこ【根っこ】
","地中に伸びて、水と養分を吸収し、幹を支える植物の部分。
",60318
뿌리다,동사,"ぱらつく。ちらつく。そぼふる【そぼ降る】
","雪や雨などがまばらに降る。また、降らせる。
",65867
뿌리치다,동사,ふりはなす【振り放す・振り離す】。ふりきる【振り切る】,"つかまれた手を勢いよく離れさせたり、つかめないようにしたりする。
",15653
뿌옇다,형용사,かすんでいる【霞んでいる】	,"霞がかかったようにぼんやりして、白っぽく見える。
",61772
삐다,동사,くじく【挫く】。ねんざする【捻挫する】,"体の一部が衝撃を受けて、ひねられたりよじれたりして関節を痛める。
",61531
삐치다,동사,へそをまげる【臍を曲げる】。すねる【拗ねる】,"怒りや恨みなどを覚えて、意固地になる。
",61109
사건,명사,じけん【事件】,関心や注目をひくような出来事。,15654
사고방식,명사,かんがえかた【考え方】,ある問題について考える方法や態度。,62015
사고팔다,동사,ばいばいする【売買する】,"物を買ったり売ったりする。
",62165
사과,명사,しゃざい【謝罪】。あやまり【謝り】,自分の過ちを認めてわびること。,15830
사과나무,명사,りんごのき【林檎の木】,りんごが実る木。,62023
사과드리다,동사,おわびもうしあげる【お詫び申し上げる】,「謝る」を敬っていう語。,62167
사과하다,동사,しゃざいする【謝罪する】。あやまる【謝る】。わびる【詫びる】,"自分の過ちを認めて許しを請う。
",62377
사교적,명사,しゃこうてき【社交的】,人との付き合いがうまいこと。,62038
사교적,관형사,しゃこうてき【社交的】	,"人との付き合いがうまいさま。
",62037
사기,명사,さぎ【詐欺】,自分の利益のために他人をだますこと。,62046
사나이,명사,おとこ【男】,血気盛んな姿の男性。,15834
사내,명사,おとこ【男】,血気盛んな姿の男性。,62156
사내,명사,しゃない【社内】,会社の内部。,62157
사내 연애,,しゃないれんあい【社内恋愛】,同じ会社の社員同士の恋愛。,600520
사내 커플,,しゃないカップル【社内カップル】,会社で出会い、恋人関係になった二人。,600521
사냥,명사,かり【狩り】。りょう【猟】,"山野で人が鉄や弓などを使って獣を捕らえること。
",15658
사냥하다,동사,かる【狩る】。りょうにでる【猟に出る】,"山野で人が鉄や弓などを使って獣を捕らえる。
",62172
사다리,명사,はしご・ていし【梯子】,高いところや低いところに乗り降りするとき、足掛かりとなる道具。,62145
사다리차,명사,はしごしゃ【梯子車】。シュノーケルしゃ【シュノーケル車】,梯子を備えた車。,61555
사동,명사,しえき【使役】,文の主体が他人に何か動作をさせる意を表す動詞の性質。,61664
사동법,명사,しえきのあらわしかた【使役の表し方】,文の主体が他人に何か動作をさせる意を表す文の表し方。,61663
사들이다,동사,かいこむ【買い込む】,"品物などをたくさん買い入れて、自分のものにする。
",15840
사라지다,동사,きえる【消える】。きえうせる【消え失せる】,"ある現象や物の痕跡などがなくなる。
",66643
사랑니,명사,おやしらず【親知らず】。ちし【知歯】。ちえば【智恵歯】,奥歯が全部生えた後、大人になってから一番奥に新しく生える奥歯。,61686
사랑스럽다,형용사,あいらしい【愛らしい】。かわいい【可愛い】。かわいらしい【可愛らしい】	,"愛情がわいてくるほどかわいい。
",15851
사례,명사,じれい【事例】,以前に実際に起こった例。,15860
사로잡다,동사,いけどる【生け捕る】,"人や動物を生きているまま捕える。
",61902
사리,명사,"たば【束】。たま【玉・球】
","麺・縄・糸などを丸く束ねて巻いたもの。
",61915
사립,명사,しりつ【私立】,個人が私的な資金で公共の利益を図る事業機関を設立・維持すること。,15659
사립 대학,,しりつだいがく【私立大学】	,"私人や民間団体などによって設立され、運営される大学。
",61922
사막,명사,さばく【砂漠】,雨量が極端に少ないため動植物が殆ど生息せず、砂に覆われている土地。,61938
사망,명사,しぼう【死亡】,人が死ぬこと。,15863
사망률,명사,しぼうりつ【死亡率】,全人口に対する一定期間の死者の割合。,600523
사망자,명사,しぼうしゃ【死亡者】。ししゃ【死者】,死んだ人。,61940
사망하다,동사,しぼうする【死亡する】 ,"人が死ぬ。 
",15867
사무,명사,じむ【事務】,職場で書類を処理するなど、主に机の上で行う仕事。,61196
사무기기,명사,じむきき【事務機器】,コンピューター、コピー機、ファックスなど、事務をさらに便利で速く行うために事務室で使う機器。,61197
사무소,명사,じむしょ【事務所】,公共団体・会社・個人などが仕事や業務を行う所。,15872
사무용,명사,じむよう【事務用】,職場で書類を処理するなどの仕事をする上で使うもの。,61203
사무원,명사,じむいん【事務員】。じむしょくいん【事務職員】,職場で書類を処理する仕事を主に担当する人。,61204
사무직,명사,じむしょく【事務職】,主に机の上で文書などを扱う仕事をする職務。またはその仕事をする職員。,15660
사무직원,명사,じむしょくいん【事務職員】。じむいん【事務員】,職場で書類を処理する仕事を主に担当する人。,61227
사물,명사,じぶつ【事物】,肉眼で見たり触ったりできる、一定の模様と性質を備えた世間のあらゆる物。,71092
사방,명사,"しほう【四方】
","東西南北の四つの方角。
",15661
사상,명사,しじょう【史上】。れきしじょう【歴史上】,歴史が記録されてきて以来。,15662
사생활,명사,しせいかつ【私生活】,個人の私的な日常生活。,15875
사설,명사,しゃせつ【社説】,新聞や雑誌で書き手の主張・意見などを書いた論説。,15663
사소하다,형용사,こまかい【細かい】。ささいだ【些細だ】	,"重要に思われないほど、非情に小さいか少ない。
",15881
사실적,명사,しゃじつてき【写実的】,物事をありのままに見せること。,61382
사실적,관형사,しゃじつてき【写実的】,"物事をありのままに見せるさま。
",61380
사업가,명사,じぎょうか【事業家】,専門的に事業をする人。,15666
사업비,명사,じぎょうひ【事業費】,一定の事業を行うのにかかる費用。,601928
사업자,명사,じぎょうしゃ【事業者】,専門的に事業をする人。,15667
사연,명사,たよりごと【便言】。おたより【お便り】,手紙や言葉の内容。,61539
사용량,명사,しようりょう【使用量】,使用した分量。,61639
사용료,명사,しようりょう【使用料】,使用したことに対して払う料金。,61640
사용법,명사,しようほう【使用法】,何かをその目的に合わせて使う方法。,61641
사용자,명사,"しようしゃ【使用者】。ユーザー
","物や施設などを使う人。
",61642
사우나,명사,"サウナ
","熱い蒸気を起こし、その熱で汗を流す蒸し風呂。
",61644
사원,명사,しゃいん【社員】,会社に所属して勤務する人。,61645
사위,명사,"むこ【婿】。むすめむこ【娘婿】
","娘の夫。
",61646
사이렌,명사,サイレン,大きな音を出して緊急の状況を知らせる装置。また、その音。,61224
사이좋다,형용사,なかよい【仲良い】	,"けんかせず、互いに親しい。
",15896
사이트,명사,サイト,インターネットを利用する人々がいつでもインターネットに接続して閲覧できるように情報が保存されているところ。,61229
사인,명사,サイン。しょめい【署名】,自分なりの独自の方法で自分の名を書くこと。また、書かれたもの。,92078
사인펜,명사,サインペン,繊維の芯にインクを塗らして作った筆記道具。,61233
사인하다,동사,サインする。しょめいする【署名する】,自分なりの独自の方法で自分の名を書く。,61234
사인회,명사,さいんかい【サイン会】,作家や芸能人が自分の本や映画、アルバムなどを広報するために、人々に署名してあげる会や行事。,601930
사자,명사,"ライオン。しし【獅子】
","体格が大きく、気の荒い、雄は後頭部と胸に長いたてがみがある動物。
",61273
사적,명사,してき【私的】,個人にかかわっていること。,61289
사적,관형사,してき【私的】。してきな【私的な】	,"個人にかかわっているさま。
",61303
사전,명사,じぜん【事前】,事が起こる前。また、事を行う前。,15668
사전 교육,,じぜんきょういく【事前教育】,ある仕事を始める前に、その仕事に関連した知識や技術などを教えること。,600592
사정,명사,じじょう【事情】。つごう【都合】。わけ【訳】,"物事の成り行きや理由。
",15669
사정하다,동사,こんがんする【懇願する】。ねがう【願う】。たのむ【頼む】,"事情を説明して助けを求める。
",62070
사진가,명사,しゃしんか【写真家】,写真に関する専門的な知識と技術を有し、写真を撮ることを業とする人。,61294
사진관,명사,しゃしんかん【写真館】,スタジオを整えて写真を撮ることを専門的に行う店。,61296
사진첩,명사,しゃしんちょう【写真帳】。アルバム,写真を貼っておくか挿しこんで保管するための帳面。,61299
사촌,명사,いとこ【従兄弟・従姉妹】,両親の兄弟姉妹の息子や娘との親族関係。または、そのような関係にある人。,61316
사춘기,명사,ししゅんき【思春期】,普段12歳から18歳ぐらいに現れる、肉体的・精神的に成人になっていく時期。,15905
사태,명사,じたい【事態】,物事の成り行き。起こった物事の状態。,61358
사투리,명사,ほうげん【方言】。なまり【訛り】,一部の地方だけで使う、標準語でない言葉。,15907
사표,명사,じひょう【辞表】,職場などで受け持っていた仕事・職責を辞めるという旨を書いた文書。,15910
사항,명사,じこう【事項】,ある物事や事実を構成する項目・内容。,61563
사회,명사,しゃかい【社会】,階層・職業・身分などが似たような人々の集まり。,62378
사회 계층,,しゃかいかいそう【社会階層】	,"ある社会の中で、財産・教育水準・職業などの基準によって分けられ、生活態度や意識、慣習などを共有する人々の集団。
",61576
사회단체,명사,しゃかいだんたい【社会団体】。しゃかいうんどうだんたい【社会運動団体】,社会の色々な問題を解決するために設けた団体。,61579
사회 문제,,しゃかいもんだい【社会問題】	,"社会制度の矛盾や欠陥によって生ずるあらゆる問題。
",61581
사회 복지,,しゃかいふくし【社会福祉】	,"国民の生活向上と社会保障のために、教育・文化・医療・労働などのような社会生活の分野全般にわたって施す社会政策および施設。
",61585
사회봉사,명사,しゃかいほうし【社会奉仕】,社会の利益・福祉のために労働力または金や物を提供すること。,61586
사회사업,명사,しゃかいじぎょう【社会事業】,個人や団体が一般の人の生活を改善し、恵まれていない人を支援するために展開する事業。,61587
사회생활,명사,しゃかいせつかつ【社会生活】,個人が社会に属して、複数の人とあらゆる関係を結びながら行う共同生活。,15670
사회자,명사,しかいしゃ【司会者】,会合・会議・礼式などの進行をつかさどる人。,15671
사회적,명사,しゃかいてき【社会的】,社会に関わること。社会性を持つこと。,62129
사회적,관형사,しゃかいてき【社会的】 ,"社会に関わるさま。社会性を持つさま。
",62127
사회 제도,,しゃかいせいど【社会制度】	,"その社会を形成している構成員らによって支えられている経済・法律・宗教・道徳・慣習などの規範体系。
",62131
새,명사,あいだ【間】。かんかく【間隔】。あいま【合間】。へだたり【隔たり】,物と物、または場所と場所との間の距離や空間。,29047
새기다,동사,きざむ【刻む】。きざみつける【刻み付ける】,絵や字などを彫る。,16228
새끼,명사,"こ【子】。ひな【雛】。あかちゃん【赤ちゃん】
","生まれて間もない動物の子。
",66312
새끼발가락,명사,あしのこゆび【足の小指】,五本の足指のうち、5番目にある指。,62930
새날,명사,あたらしいひ【新しい日】,新しく開けて来る日。,84607
새내기,명사,しんにゅう【新入】。しんいり【新入り】,学校や職場などに新しく入ってきた人。,62792
새다,동사,もれる【漏れる・洩れる】。ろうしゅつする【漏出する】,隙間や穴から気体や液体が外へ出る。,16231
새다,동사,あける【明ける】,夜が明ける。,84608
새달,명사,らいげつ【来月】,今月の次にくる月。,84609
새로이,부사,あたらしく【新しく】。あらたに【新たに】,以前にはなかったものが初めて。,16233
새벽길,명사,よあけのみち【夜明けの道】。あけがたのみち【明け方の道】,夜が明けて太陽が昇ってくるころ、朝早く歩く道。,62693
새벽녘,명사,よあけ【夜明け】。あけがた【明け方】。みめい【未明】。あかつき,夜が明けて太陽が昇ってくるころ。,63154
새벽달,명사,あかつき。ぎょうげつ【暁月】。ありあけづき【有明月】。ありあけのつき【有明の月】。ざんげつ【残月】,陰暦21日以後の夜明けに見える月。,63155
새벽잠,명사,あさね【朝寝】,夜明けごろになって寝入る眠り。,63343
새봄,명사,しんしゅん【新春】。はつはる【初春】,冬が終わり春が始まる頃。,63344
새사람,명사,しんぷ【新婦】,新しく嫁入りした人。,63346
새살,명사,にくが・にくげ【肉芽】。にくがそしき【肉芽組織】,外傷の部分が治りながら新しくできてくる組織。,63347
새삼,부사,あらためて【改めて】。いまさらのように【今更のように】,すでに感じていたり知っていたが、もう一度新しく。,63349
새색시,명사,はなよめ【花嫁】。およめさん【お嫁さん】。にいづま【新妻】,結婚したばかりの女性。,63352
새소리,명사,とりのなきごえ【鳥の鳴き声】,鳥が鳴く声。,63353
새신랑,명사,はなむこ【花婿】。おむこさん【お婿さん】。しんろう【新郎】,結婚したばかりの男性。,63355
새아버지,명사,ままちち・けいふ【継父】,母親が再婚して迎えた夫を指したり呼ぶ語。,63357
새아빠,명사,,継父を指したり呼ぶ幼児語。,91791
새알,명사,たまご【卵】。ちょうらん【鳥卵】,鳥の卵。,63359
새언니,명사,あね【姉】。ぎし【義姉】,兄の妻を指したり呼ぶ語。,63364
새엄마,명사,けいぼ【継母】。ままはは【まま母】,継母の幼児語。または、その人を呼ぶ幼児語。,63365
새우,명사,えび【海老・蝦】,背が曲がっていてひげが長く数本の脚をもつ、海水または淡水にすむ小さい動物。,63367
새우다,동사,あかす【明かす】。てつやする【徹夜する】,眠らず夜を過ごす。,16235
새우잠,명사,,海老のように背中を曲げて丸まって寝ること。,63368
새우젓,명사,アミのしおから【アミの塩辛】,色白の小エビを塩漬けにして作った塩辛。,601701
새잎,명사,わかば【若葉】,新しく生えてきた草木の葉。,63371
새장,명사,とりかご【鳥籠】,小鳥を飼うために入れておくかご。,63372
새집,명사,しんきょ【新居】。しんちく【新築】,引っ越していった新しい住まい。,63373
새집,명사,す【巣】。とりのす【鳥の巣】。すばこ【巣箱】,鳥が住む巣。,63374
새총,명사,ちょうじゅう【鳥銃】,鳥を撃つために使う銃。,63385
새치,명사,"わかしらが・わかじらが【若白髪】
",若い人の黒い髪に少し混ざって生えた白髪。,63376
새치기,명사,わりこみ【割り込み】,順番を待たずに、人の前に入り込むこと。また、その人。,63377
새치기하다,동사,わりこむ【割り込む】,順番を待たずに、人の前に入り込む。,63378
새해맞이,명사,としむかえ【年迎え】。げいしゅん【迎春】,新しく始まる年を迎えること。,90217
샤워기,명사,シャワー,複数の小さい穴から雨のように水を噴出させる沐浴用器具。,62297
서,명사,にし【西】,東西南北の四方位の一つで、日が沈む方向。,62528
서,명사,しょ【署】,「警察署」や「消防署」などをいう語。,62529
서남,명사,せいなん・にしみなみ【西南】。なんせい【南西】,西と南。,62668
서남쪽,명사,せいなんがわ【西南側】,西と南の中間の方角。,62669
서늘하다,형용사,すずしい【涼しい】。ひややかだ【冷ややかだ】,"何かの温度が少し冷たかったり、気温が低かったりする。
",16241
서랍장,명사,たんす【箪笥】,複数の引き出しからできている、ものを収納する家具。,62676
서럽다,형용사,かなしむ【悲しむ】。くやしい【悔しい】,悔しくて悲しい。,62679
서로서로,부사,たがいに【互いに】。そうほうともに【双方ともに】。そうごに【相互に】,関係する二者以上の対象がそれぞれの相手に対してを強調していう語。,62868
서론,명사,じょろん【序論】。しょろん【緒論】,話や文章の中で、本論への導入部分として最初に述べられる部分。,62869
서명,명사,しょめい【署名】。サイン,一定の事柄を受け入れるという意味で自分の氏名を記入すること。また、その氏名。,16607
서명하다,동사,しょめいする【署名する】。サインする,一定の事柄を受け入れるという意味で自分の氏名を記入する。,16243
서문,명사,にしもん【西門】,西側にある門。,90709
서부,명사,せいぶ【西部】,ある地域の西よりの部分。,16610
서북,명사,せいほく・にしきた【西北】,西と北。または西と北の間。,62961
서북방,명사,せいほくほう【西北方】,西と北の中間の方角。 ,62989
서북쪽,명사,ほくせい【北西】。ほくせいがわ【北西側】。せいほく【西北】。せいほくがわ【西北側】,西側と北側の間の方向。 ,62963
서북풍,명사,せいほくのかぜ【西北の風】 ,西と北の間から吹いてくる風。,62992
서비스 센터,,サービスセンター,購入した製品に問題が生じた時、該当製品の点検を受けたり修理を受けることができる所。,601714
서빙,명사,サービング,飲食店やカフェなどでお客さんに食べ物を届ける仕事。,601715
서빙하다,동사,サーブする,食堂やカフェなどで客に食べ物を運ぶ。,63037
서서히,부사,じょじょに【徐徐に】。だんだん【段段】,"少しずつゆっくり。
",29040
서양,명사,せいよう【西洋】。おうべい【欧米】,ヨーロッパとアメリカ地域。,66942
