번호,순위,단어,단어번호,품사,품사 이름,품사 (일본어),풀이（意味）,등급
2979,3554,파괴하다,,동,동사,動詞,破壞-,C
2980,3555,하느님,,명,명사,名詞,,C
2981,3557,해당되다,,동,동사,動詞,該當-,C
2982,3559,홀로,,부,부사,副詞,,C
2983,3561,가득하다,01,형,형용사,形容詞,,B
2984,3562,각자,02,"부, 명","부사, 명사","副詞, 名詞",各自,B
2985,3563,감히,,부,부사,副詞,敢-,C
2986,3564,강요하다,,동,동사,動詞,强要-,C
2987,3565,개미,03,명,명사,名詞,곤충,C
2988,3566,관습,,명,명사,名詞,慣習,C
2989,3567,광경,,명,명사,名詞,光景,C
2990,3571,금세,01,부,부사,副詞,,C
2991,3572,낮추다,,동,동사,動詞,,C
2992,3574,내주다,,동,동사,動詞,,C
2993,3578,명의,02,명,명사,名詞,名義,C
2994,3579,물고기,,명,명사,名詞,,B
2995,3580,물러나다,,동,동사,動詞,,C
2996,3581,밀접하다,,형,형용사,形容詞,密接-,C
2997,3582,부탁,,명,명사,名詞,付託,B
2998,3583,분량,,명,명사,名詞,分量,C
2999,3584,불과,01,부,부사,副詞,不過,C
3000,3587,상자,10,명,명사,名詞,箱子,B
3001,3588,새해,,명,명사,名詞,,B
3002,3589,소박하다,01,형,형용사,形容詞,素朴-,C
3003,3590,수없이,,부,부사,副詞,數-,C
3004,3591,승진,03,명,명사,名詞,昇進,C
3005,3593,얼음,01,명,명사,名詞,,B
3006,3596,열매,01,명,명사,名詞,,C
3007,3600,적히다,,동,동사,動詞,,C
3008,3602,점수,06,명,명사,名詞,點數,B
3009,3603,제한되다,,동,동사,動詞,制限-,C
3010,3605,지속되다,,동,동사,動詞,持續-,C
3011,3606,쫓기다,,동,동사,動詞,,C
3012,3607,쭉,,부,부사,副詞,,C
3013,3611,통장,02,명,명사,名詞,通帳,B
3014,3613,평가되다,,동,동사,動詞,評價-,C
3015,3614,하도,01,부,부사,副詞,,C
3016,3615,한창,01,부,부사,副詞,,C
3017,3616,해안,02,명,명사,名詞,海岸,C
3018,3617,호박,01,명,명사,名詞,,C
3019,3619,흑인,,명,명사,名詞,黑人,C
3020,3621,갇히다,,동,동사,動詞,,C
3021,3623,결심하다,01,동,동사,動詞,決心-,B
3022,3624,경기장,,명,명사,名詞,競技場,B
3023,3628,근로,02,명,명사,名詞,勤勞,C
3024,3629,눈동자,,명,명사,名詞,-瞳子,C
3025,3631,닥치다,01,동,동사,動詞,다다르다,C
3026,3633,도시락,,명,명사,名詞,,B
3027,3634,뜯다,,동,동사,動詞,,C
3028,3636,몸짓,,명,명사,名詞,,C
3029,3638,부담하다,01,동,동사,動詞,負擔-,C
3030,3640,부회장,,명,명사,名詞,副會長,C
3031,3642,빼앗다,,동,동사,動詞,,C
3032,3643,삼키다,,동,동사,動詞,,C
3033,3645,성실하다,02,형,형용사,形容詞,誠實-,C
3034,3646,스튜디오,,명,명사,名詞,studio,C
3035,3649,요새,01,명,명사,名詞,,B
3036,3650,이상적,01,명,명사,名詞,理想的,C
3037,3652,일쑤,,명,명사,名詞,,C
3038,3653,일체,01,명,명사,名詞,一切,C
3039,3654,자꾸만,,부,부사,副詞,,B
3040,3655,잦다,03,형,형용사,形容詞,왕래가 ~,C
3041,3656,절망,02,명,명사,名詞,絶望,C
3042,3657,접다,01,동,동사,動詞,,C
3043,3659,제시되다,,동,동사,動詞,提示-,C
3044,3660,주방,05,명,명사,名詞,廚房,C
3045,3662,진출하다,02,동,동사,動詞,進出-,C
3046,3663,짜증,,명,명사,名詞,,B
3047,3664,첫날,,명,명사,名詞,,B
3048,3666,통과하다,,동,동사,動詞,通過-,C
3049,3667,투명하다,02,형,형용사,形容詞,透明-,C
3050,3671,확산되다,,동,동사,動詞,擴散-,C
3051,3672,경력,02,명,명사,名詞,經歷,C
3052,3674,고통스럽다,,형,형용사,形容詞,苦痛-,C
3053,3675,곤란하다,,형,형용사,形容詞,困難-,C
3054,3676,공중,03,명,명사,名詞,空中,C
3055,3677,공해,01,명,명사,名詞,公害,C
3056,3679,귀찮다,,형,형용사,形容詞,,C
3057,3680,기대다,01,동,동사,動詞,의지하다,C
3058,3681,깨어나다,,동,동사,動詞,,C
3059,3682,꼽히다,01,동,동사,動詞,,C
3060,3683,대다수,,명,명사,名詞,大多數,C
3061,3685,듯싶다,,보,보조 용언,補助用言,,C
3062,3686,먹이,,명,명사,名詞,,C
3063,3687,무,"02, 08",명,명사,名詞,"식물, 無",B
3064,3688,무료,01,명,명사,名詞,無料,C
3065,3689,밉다,,형,형용사,形容詞,,B
3066,3690,발레,,명,명사,名詞,&프ballet,C
3067,3693,상징하다,,동,동사,動詞,象徵-,C
3068,3694,실현하다,,동,동사,動詞,實現-,C
3069,3695,아깝다,,형,형용사,形容詞,,C
3070,3696,안정되다,,동,동사,動詞,安定-,C
3071,3698,어리석다,,형,형용사,形容詞,,C
3072,3699,엎드리다,,동,동사,動詞,,C
3073,3700,여럿,,명,명사,名詞,,C
3074,3702,연설,02,명,명사,名詞,演說,C
3075,3703,연필,,명,명사,名詞,鉛筆,A
3076,3704,염려,01,명,명사,名詞,念慮,C
3077,3706,우습다,,형,형용사,形容詞,,C
3078,3707,운전,02,명,명사,名詞,運轉,A
3079,3708,익숙하다,,형,형용사,形容詞,,B
3080,3709,일자,05,명,명사,名詞,日子,C
3081,3710,잔치,01,명,명사,名詞,,B
3082,3712,전달되다,,동,동사,動詞,傳達-,C
3083,3718,치료하다,,동,동사,動詞,治療-,B
3084,3719,칸,01,명,명사,名詞,,C
3085,3723,갈수록,,부,부사,副詞,,C
3086,3725,갖가지,,명,명사,名詞,,C
3087,3726,거절하다,01,동,동사,動詞,拒絶-,C
3088,3730,관광객,,명,명사,名詞,觀光客,B
3089,3731,구별하다,,동,동사,動詞,區別-,C
3090,3732,국,01,명,명사,名詞,음식,B
3091,3735,다행,,명,명사,名詞,多幸,C
3092,3737,동의,02,명,명사,名詞,同意,C
3093,3740,마무리,,명,명사,名詞,,C
3094,3741,마주치다,,동,동사,動詞,,C
3095,3742,막상,01,부,부사,副詞,,C
3096,3744,몸통,,명,명사,名詞,,C
3097,3746,묘사하다,,동,동사,動詞,描寫-,C
3098,3748,미술관,,명,명사,名詞,美術館,B
3099,3750,베다,02,동,동사,動詞,목을 ~,C
3100,3751,보장되다,,동,동사,動詞,保障-,C
3101,3752,볼,01,명,명사,名詞,뺨,C
3102,3753,부분적,,명,명사,名詞,部分的,C
3103,3754,불고기,,명,명사,名詞,,A
3104,3756,불행,,명,명사,名詞,不幸,C
3105,3757,비명,02,명,명사,名詞,悲鳴,C
3106,3759,순수,03,명,명사,名詞,純粹,C
3107,3761,실질적,,명,명사,名詞,實質的,C
3108,3762,안개,,명,명사,名詞,,C
3109,3764,여름철,,명,명사,名詞,,B
3110,3765,오로지,,부,부사,副詞,,C
3111,3766,완성하다,01,동,동사,動詞,完成-,C
3112,3767,이런저런,,관,관형사,冠形詞,,C
3113,3769,임무,01,명,명사,名詞,任務,C
3114,3770,자연히,,부,부사,副詞,自然-,C
3115,3772,장난,,명,명사,名詞,,C
3116,3773,저런,"01, 02","관, 감","관형사, 감탄사","冠形詞, 感嘆詞",,B
3117,3774,전용,04,명,명사,名詞,專用,C
3118,3778,지극히,,부,부사,副詞,至極-,C
3119,3779,청하다,,동,동사,動詞,請-,C
3120,3783,확정,02,명,명사,名詞,確定,C
3121,3784,가상,05,명,명사,名詞,假想,C
3122,3786,간혹,,부,부사,副詞,間或,C
3123,3787,개방하다,03,동,동사,動詞,開放-,C
3124,3791,관계되다,,동,동사,動詞,關係-,C
3125,3792,국산,,명,명사,名詞,國産,C
3126,3794,그해,,명,명사,名詞,,B
3127,3795,꺼지다,01,동,동사,動詞,불이 ~,B
3128,3796,꼭대기,,명,명사,名詞,,B
3129,3797,끊어지다,,동,동사,動詞,,B
3130,3802,리그,01,명,명사,名詞,league,C
3131,3803,마이크,,명,명사,名詞,mike,C
3132,3804,만족하다,,"형, 동","형용사, 동사","形容詞, 動詞",滿足-,B
3133,3805,메우다,02,동,동사,動詞,'메다'의 사동사,C
3134,3806,면적,,명,명사,名詞,面積,C
3135,3808,목욕,,명,명사,名詞,沐浴,A
3136,3809,반성,01,명,명사,名詞,反省,C
3137,3810,벌떡,,부,부사,副詞,,C
3138,3811,보상,02,명,명사,名詞,補償,C
3139,3812,분리되다,,동,동사,動詞,分離-,C
3140,3813,빚,,명,명사,名詞,,C
3141,3814,새기다,01,동,동사,動詞,문신을 ~,C
3142,3815,서민,,명,명사,名詞,庶民,C
3143,3816,석,"02, 10","관, 의","관형사, 의존 명사","冠形詞, 依存名詞","~ 달, 席",C
3144,3817,선정하다,03,동,동사,動詞,選定-,C
3145,3821,소수,08,명,명사,名詞,少數,C
3146,3822,쇼,02,명,명사,名詞,show,B
3147,3823,수학,"03, 05",명,명사,名詞,"修學, 數學",B
3148,3824,시어머니,,명,명사,名詞,媤-,B
3149,3825,시집,"01, 03",명,명사,名詞,"媤-, 詩集",B
3150,3826,연간,02,명,명사,名詞,年間,C
3151,3827,영화제,,명,명사,名詞,映畵祭,C
3152,3828,예측하다,,동,동사,動詞,豫測-,C
3153,3829,용도,02,명,명사,名詞,用途,C
3154,3830,의심,03,명,명사,名詞,疑心,C
3155,3831,이동하다,,동,동사,動詞,移動-,C
3156,3832,자극하다,,동,동사,動詞,刺戟-,C
3157,3833,재빨리,,부,부사,副詞,,C
3158,3835,적합하다,,형,형용사,形容詞,適合-,C
3159,3836,전화번호,,명,명사,名詞,電話番號,A
3160,3837,조절하다,02,동,동사,動詞,調節-,C
3161,3838,조정,09,명,명사,名詞,調整,C
3162,3839,중얼거리다,,동,동사,動詞,,C
3163,3841,지급하다,01,동,동사,動詞,支給-,C
3164,3845,확장,,명,명사,名詞,擴張,C
3165,3846,힘차다,,형,형용사,形容詞,,C
3166,3847,감사하다,05,"형, 동","형용사, 동사","形容詞, 動詞",感謝-,A
3167,3849,건조,04,명,명사,名詞,乾燥,C
3168,3851,고요하다,,형,형용사,形容詞,,C
3169,3852,그대,,대,대명사,代名詞,,C
3170,3853,그립다,,형,형용사,形容詞,,B
3171,3854,긋다,01,동,동사,動詞,금을 ~,C
3172,3855,기둥,01,명,명사,名詞,,C
3173,3856,긴장하다,,동,동사,動詞,緊張-,B
3174,3857,날카롭다,,형,형용사,形容詞,,C
3175,3859,논하다,,동,동사,動詞,論-,C
3176,3860,느리다,01,형,형용사,形容詞,,B
3177,3861,도덕,,명,명사,名詞,道德,C
3178,3862,동부,05,명,명사,名詞,東部,C
3179,3863,뒷모습,,명,명사,名詞,,C
3180,3864,똑똑하다,,형,형용사,形容詞,,B
3181,3866,만만하다,01,형,형용사,形容詞,대적할 만함,C
3182,3867,못되다,,형,형용사,形容詞,,C
3183,3869,보고하다,02,동,동사,動詞,報告-,C
3184,3870,사무소,,명,명사,名詞,事務所,C
3185,3871,사촌,,명,명사,名詞,四寸,B
3186,3874,상인,07,명,명사,名詞,商人,C
3187,3875,선언하다,,동,동사,動詞,宣言-,C
3188,3876,소원,04,명,명사,名詞,所願,C
3189,3877,수입하다,02,동,동사,動詞,輸入-,B
3190,3878,식다,01,동,동사,動詞,,B
3191,3879,엿보다,,동,동사,動詞,,C
3192,3880,완성되다,,동,동사,動詞,完成-,C
3193,3881,유적,08,명,명사,名詞,遺跡,C
3194,3883,일생,01,명,명사,名詞,一生,C
3195,3884,입히다,,동,동사,動詞,,C
3196,3885,잡아먹다,,동,동사,動詞,,C
3197,3886,정보화,,명,명사,名詞,情報化,C
3198,3887,종종,04,부,부사,副詞,種種. ~ 놀러 오세요,C
3199,3888,지갑,03,명,명사,名詞,紙匣,A
3200,3891,창작,,명,명사,名詞,創作,C
3201,3892,축소,02,명,명사,名詞,縮小,C
3202,3893,취향,01,명,명사,名詞,趣向,C
3203,3894,친절하다,,형,형용사,形容詞,親切-,A
3204,3895,카운터,01,명,명사,名詞,계산대,B
3205,3897,탄생하다,,동,동사,動詞,誕生-,C
3206,3898,하숙집,,명,명사,名詞,下宿-,B
3207,3899,학급,,명,명사,名詞,學級,C
3208,3900,해군,01,명,명사,名詞,海軍,C
3209,3903,효율적,,명,명사,名詞,效率的,C
3210,3904,가슴속,,명,명사,名詞,,B
3211,3906,간판,02,명,명사,名詞,看板,C
3212,3907,건드리다,,동,동사,動詞,,C
3213,3909,관리하다,,동,동사,動詞,管理-,C
3214,3910,괴로움,,명,명사,名詞,,C
3215,3912,근거하다,,동,동사,動詞,根據-,C
3216,3913,금액,02,명,명사,名詞,金額,C
3217,3915,다행히,,부,부사,副詞,多幸-,B
3218,3916,달래다,01,동,동사,動詞,,C
3219,3920,동아리,02,명,명사,名詞,,B
3220,3921,따라오다,,동,동사,動詞,,B
3221,3923,맘,01,명,명사,名詞,마음,C
3222,3926,명절,01,명,명사,名詞,名節,B
3223,3928,바이올린,,명,명사,名詞,violin,B
3224,3929,밝혀내다,,동,동사,動詞,,C
3225,3930,부서지다,,동,동사,動詞,,C
3226,3932,비행,"02, 03",명,명사,名詞,"非行, 飛行",C
3227,3934,상관없다,,형,형용사,形容詞,相關-,C
3228,3936,성립하다,,동,동사,動詞,成立-,C
3229,3937,수명,05,명,명사,名詞,壽命,C
3230,3938,시즌,,명,명사,名詞,season,C
3231,3939,신기하다,"01, 04",형,형용사,形容詞,"神奇-, 新奇-",C
3232,3940,업다,,동,동사,動詞,,C
3233,3943,예감,03,명,명사,名詞,豫感,C
3234,3944,음식물,02,명,명사,名詞,飮食物,C
3235,3946,자신감,,명,명사,名詞,自信感,C
3236,3948,죄인,,명,명사,名詞,罪人,C
3237,3949,주의하다,01,동,동사,動詞,注意-,C
3238,3950,준비물,,명,명사,名詞,準備物,B
3239,3955,출입,,명,명사,名詞,出入,B
3240,3956,쾌감,,명,명사,名詞,快感,C
3241,3957,탄생,,명,명사,名詞,誕生,C
3242,3958,튀다,,동,동사,動詞,,C
3243,3960,하필,02,부,부사,副詞,何必,C
3244,3963,활용,,명,명사,名詞,活用,C
3245,3964,회색,01,명,명사,名詞,灰色,B
3246,3967,거액,,명,명사,名詞,巨額,C
3247,3968,고교,04,명,명사,名詞,高校,B
3248,3969,고집하다,,동,동사,動詞,固執-,C
3249,3970,곧잘,,부,부사,副詞,,C
3250,3971,골짜기,01,명,명사,名詞,,C
3251,3973,교훈,02,명,명사,名詞,敎訓,C
3252,3974,구르다,01,동,동사,動詞,바위가 ~,C
3253,3976,글씨,,명,명사,名詞,,B
3254,3977,노래방,,명,명사,名詞,-房,B
3255,3979,단편,01,명,명사,名詞,短篇,C
3256,3981,대처하다,02,동,동사,動詞,對處-,C
3257,3982,매다,01,동,동사,動詞,끈을 ~,B
3258,3983,머리카락,,명,명사,名詞,,B
3259,3984,명확하다,,형,형용사,形容詞,明確-,C
3260,3986,발걸음,,명,명사,名詞,,C
3261,3987,발길,,명,명사,名詞,,C
3262,3988,벌레,01,명,명사,名詞,,B
3263,3991,빼앗기다,,동,동사,動詞,,C
3264,3994,생산자,,명,명사,名詞,生産者,C
3265,3995,선진,03,명,명사,名詞,先進,C
3266,3997,성인,01,명,명사,名詞,成人,B
3267,3998,소매,01,명,명사,名詞,,C
3268,4001,시멘트,,명,명사,名詞,cement,C
3269,4002,신규,,명,명사,名詞,新規,C
3270,4003,신청하다,01,동,동사,動詞,申請-,C
3271,4004,실은,,부,부사,副詞,實-,C
3272,4005,심판,02,명,명사,名詞,審判,C
3273,4006,안기다,"01, 02",동,동사,動詞,"'안다'의 피동사, '안다'의 사동사",C
3274,4007,양심,02,명,명사,名詞,良心,C
3275,4009,이사장,,명,명사,名詞,理事長,C
3276,4010,이자,05,명,명사,名詞,利子,C
3277,4011,익숙해지다,,동,동사,動詞,,B
3278,4013,자세하다,01,형,형용사,形容詞,仔細-,C
3279,4015,저거,01,대,대명사,代名詞,,A
3280,4016,저축,03,명,명사,名詞,貯蓄,B
3281,4017,제비,02,명,명사,名詞,동물,C
3282,4018,제안,02,명,명사,名詞,提案,C
3283,4019,제안하다,02,동,동사,動詞,提案-,C
3284,4021,증세,01,명,명사,名詞,症勢,B
3285,4022,지난날,,명,명사,名詞,,C
3286,4024,진급,,명,명사,名詞,進級,C
3287,4027,콩나물,,명,명사,名詞,,B
3288,4028,튀어나오다,,동,동사,動詞,,C
3289,4029,표준,01,명,명사,名詞,標準,C
3290,4030,항구,03,명,명사,名詞,港口,C
3291,4032,허용,,명,명사,名詞,許容,C
3292,4033,헬기,,명,명사,名詞,helicopter機,C
3293,4034,간신히,,부,부사,副詞,艱辛-,C
3294,4035,갈아입다,,동,동사,動詞,,B
3295,4038,같이하다,,동,동사,動詞,,C
3296,4039,거짓,,명,명사,名詞,,B
3297,4040,거품,,명,명사,名詞,,C
3298,4041,걸어오다,01,동,동사,動詞,집까지 ~,A
3299,4043,공군,02,명,명사,名詞,空軍,C
3300,4046,기술자,,명,명사,名詞,技術者,C
3301,4047,나물,01,명,명사,名詞,,B
3302,4048,년생,80,의,의존 명사,依存名詞,年生. 80~,C
3303,4050,달리기,,명,명사,名詞,,C
3304,4051,대도시,,명,명사,名詞,大都市,B
3305,4052,도둑,01,명,명사,名詞,,B
3306,4054,도전,04,명,명사,名詞,挑戰,C
3307,4059,모자,08,명,명사,名詞,帽子,A
3308,4060,보조,02,명,명사,名詞,補助,C
3309,4061,불리하다,,형,형용사,形容詞,不利-,C
3310,4062,불편,01,명,명사,名詞,不便,C
3311,4063,비비다,,동,동사,動詞,,C
3312,4066,살아나다,,동,동사,動詞,,C
3313,4073,소파,06,명,명사,名詞,sofa,A
3314,4074,속이다,,동,동사,動詞,,C
3315,4075,수면,07,명,명사,名詞,睡眠,C
3316,4076,수천,07,관,관형사,冠形詞,數千,C
3317,4078,스무,,관,관형사,冠形詞,,A
3318,4079,승부,03,명,명사,名詞,勝負,C
3319,4082,신념,01,명,명사,名詞,信念,C
3320,4083,신입생,,명,명사,名詞,新入生,B
3321,4084,어린아이,,명,명사,名詞,,B
3322,4085,어쩐지,,부,부사,副詞,,B
3323,4086,여간,,부,부사,副詞,如干,C
3324,4088,연락하다,02,동,동사,動詞,連絡-,B
3325,4089,영향력,,명,명사,名詞,影響力,C
3326,4090,예의,06,명,명사,名詞,禮儀,C
3327,4094,이리저리,02,부,부사,副詞,~ 돌아다니다,C
3328,4095,인간적,,명,명사,名詞,人間的,C
3329,4096,인사하다,,동,동사,動詞,人事-,A
3330,4099,잘나다,,형,형용사,形容詞,,C
3331,4100,재능,,명,명사,名詞,才能,C
3332,4102,지불하다,01,동,동사,動詞,支拂-,C
3333,4107,파출소,,명,명사,名詞,派出所,C
3334,4110,한문,03,명,명사,名詞,漢文,C
3335,4112,건네주다,,동,동사,動詞,,C
3336,4113,결승,01,명,명사,名詞,決勝,C
3337,4114,공공,02,명,명사,名詞,公共,C
3338,4115,교양,02,명,명사,名詞,敎養,C
3339,4116,국왕,,명,명사,名詞,國王,C
3340,4117,규칙적,,명,명사,名詞,規則的,B
3341,4118,극복,01,명,명사,名詞,克服,C
3342,4119,글쎄요,,감,감탄사,感嘆詞,,B
3343,4120,내려지다,,동,동사,動詞,,C
3344,4121,냉동,,명,명사,名詞,冷凍,C
3345,4122,녹다,01,동,동사,動詞,,C
3346,4129,배추,01,명,명사,名詞,,B
3347,4132,센터,02,명,명사,名詞,center,B
3348,4134,수염,04,명,명사,名詞,鬚髥,B
3349,4135,수집하다,02,동,동사,動詞,蒐集-,C
3350,4136,승객,,명,명사,名詞,乘客,C
3351,4137,싱싱하다,,형,형용사,形容詞,,C
3352,4139,아아,01,감,감탄사,感嘆詞,,B
3353,4142,여권,02,명,명사,名詞,旅券,A
3354,4143,열쇠,,명,명사,名詞,,A
3355,4145,오렌지,,명,명사,名詞,orange,A
3356,4146,외모,02,명,명사,名詞,外貌,C
3357,4149,인공,01,명,명사,名詞,人工,C
3358,4151,잠자리,"01, 02",명,명사,名詞,"~를 바꾸다, 곤충",C
3359,4152,장남,03,명,명사,名詞,長男,B
3360,4153,저마다,,부,부사,副詞,,C
3361,4154,전국적,,명,명사,名詞,全國的,C
3362,4155,전반,03,명,명사,名詞,全般,C
3363,4160,제자리,,명,명사,名詞,,C
3364,4161,지루하다,01,형,형용사,形容詞,,C
3365,4162,척,"01, 08",의,의존 명사,依存名詞,"못 이기는 ~, 隻",C
3366,4170,포도주,,명,명사,名詞,葡萄酒,B
3367,4172,학술,,명,명사,名詞,學術,C
3368,4173,혈액,,명,명사,名詞,血液,C
3369,4174,화살,01,명,명사,名詞,,C
3370,4175,화재,01,명,명사,名詞,火災,C
3371,4177,가르다,,동,동사,動詞,,C
3372,4179,간격,02,명,명사,名詞,間隔,C
3373,4181,고함,01,명,명사,名詞,高喊,C
3374,4182,공격하다,,동,동사,動詞,攻擊-,C
3375,4183,그놈,,대,대명사,代名詞,,C
3376,4185,기록되다,,동,동사,動詞,記錄-,C
3377,4186,끝없다,,형,형용사,形容詞,,C
3378,4187,끼어들다,,동,동사,動詞,,C
3379,4189,노선,01,명,명사,名詞,路線,C
3380,4191,답,03,명,명사,名詞,答,C
3381,4193,대사,"04, 17",명,명사,名詞,"大使, 臺詞",C
3382,4195,도망치다,,동,동사,動詞,逃亡-,C
3383,4196,독서,03,명,명사,名詞,讀書,B
3384,4198,동의하다,01,동,동사,動詞,同意-,C
3385,4200,딱딱하다,01,형,형용사,形容詞,굳다,C
3386,4201,땅속,,명,명사,名詞,,C
3387,4203,벌금,,명,명사,名詞,罰金,C
3388,4205,복,13,명,명사,名詞,福,C
3389,4206,봉사,03,명,명사,名詞,奉仕,C
3390,4207,부서,12,명,명사,名詞,部署,C
3391,4213,소형,03,명,명사,名詞,小型,C
3392,4214,신인,07,명,명사,名詞,新人,C
3393,4218,악몽,,명,명사,名詞,惡夢,C
3394,4219,안내,01,명,명사,名詞,案內,C
3395,4220,앞뒤,,명,명사,名詞,,B
3396,4221,언덕,,명,명사,名詞,,C
3397,4223,열정,02,명,명사,名詞,熱情,C
3398,4224,오페라,,명,명사,名詞,opera,C
3399,4229,입맛,,명,명사,名詞,,C
3400,4230,재즈,,명,명사,名詞,jazz,C
3401,4232,적응하다,02,동,동사,動詞,適應-,C
3402,4234,접시,,명,명사,名詞,,B
3403,4236,제공,04,명,명사,名詞,提供,C
3404,4240,참가,01,명,명사,名詞,參加,C
3405,4241,체중,01,명,명사,名詞,體重,B
3406,4242,추석,01,명,명사,名詞,秋夕,C
3407,4243,충돌,,명,명사,名詞,衝突,C
3408,4244,통로,,명,명사,名詞,通路,C
3409,4246,포장,01,명,명사,名詞,包裝,B
3410,4247,해소,03,명,명사,名詞,解消,C
3411,4248,행해지다,,동,동사,動詞,行-,C
3412,4249,현관,01,명,명사,名詞,玄關,B
3413,4250,현대인,,명,명사,名詞,現代人,C
3414,4251,혜택,,명,명사,名詞,惠澤,C
3415,4252,호수,07,명,명사,名詞,湖水,B
3416,4253,확,02,부,부사,副詞,,C
3417,4255,건너가다,,동,동사,動詞,,B
3418,4258,골고루,,부,부사,副詞,,C
3419,4259,구석구석,,명,명사,名詞,,C
3420,4261,그제서야,,부,부사,副詞,,C
3421,4262,껌,,명,명사,名詞,gum,B
3422,4265,녹색,,명,명사,名詞,綠色,B
3423,4268,등록증,,명,명사,名詞,登錄證,C
3424,4269,막내,,명,명사,名詞,,B
3425,4273,반복되다,,동,동사,動詞,反復-,C
3426,4275,방해,01,명,명사,名詞,妨害,C
3427,4276,번호,02,명,명사,名詞,番號,A
3428,4277,벼,01,명,명사,名詞,,C
3429,4279,본인,,명,명사,名詞,本人,C
3430,4281,상점,,명,명사,名詞,商店,C
3431,4285,수백,04,관,관형사,冠形詞,數百,C
3432,4288,실장,,명,명사,名詞,室長,C
3433,4289,쓸쓸하다,,형,형용사,形容詞,,C
3434,4290,악수,06,명,명사,名詞,握手,B
3435,4292,어지럽다,,형,형용사,形容詞,,C
3436,4293,어찌하다,,동,동사,動詞,,C
3437,4294,예정되다,,동,동사,動詞,豫定-,C
3438,4296,이중,03,명,명사,名詞,二重,C
3439,4298,인원,,명,명사,名詞,人員,B
3440,4299,인정받다,,동,동사,動詞,認定-,C
3441,4300,인터뷰,,명,명사,名詞,interview,B
3442,4302,입학하다,,동,동사,動詞,入學-,B
3443,4303,자랑,01,명,명사,名詞,,C
3444,4304,저것,,대,대명사,代名詞,,A
3445,4305,정문,03,명,명사,名詞,正門,B
3446,4311,착각,03,명,명사,名詞,錯覺,C
3447,4312,창,09,명,명사,名詞,窓,C
3448,4313,친정,04,명,명사,名詞,親庭,C
3449,4314,켜지다,,동,동사,動詞,,B
3450,4315,타입,02,명,명사,名詞,type,C
3451,4317,팩,03,명,명사,名詞,pack,B
3452,4318,표시하다,"01, 02",동,동사,動詞,"表示-, 標示-",B
3453,4319,행하다,,동,동사,動詞,行-,C
3454,4320,활짝,,부,부사,副詞,,C
3455,4321,감상하다,04,동,동사,動詞,鑑賞-,B
3456,4322,개별,,명,명사,名詞,個別,C
3457,4325,공식적,,명,명사,名詞,公式的,C
3458,4326,그런대로,,부,부사,副詞,,C
3459,4328,기독교,,명,명사,名詞,基督敎,C
3460,4329,깨달음,,명,명사,名詞,,C
3461,4332,넘어지다,,동,동사,動詞,,B
3462,4334,눈부시다,,형,형용사,形容詞,,C
3463,4335,단점,01,명,명사,名詞,短點,B
3464,4337,들려주다,,동,동사,動詞,,B
3465,4338,뚜껑,,명,명사,名詞,,B
3466,4339,마음먹다,,동,동사,動詞,,C
3467,4340,목록,,명,명사,名詞,目錄,C
3468,4341,반복하다,01,동,동사,動詞,反復-,B
3469,4342,반성하다,01,동,동사,動詞,反省-,C
3470,4345,별명,01,명,명사,名詞,別名,C
3471,4346,보전,03,명,명사,名詞,保全,C
3472,4348,불어오다,,동,동사,動詞,,C
3473,4352,소유하다,01,동,동사,動詞,所有-,C
3474,4353,수박,01,명,명사,名詞,과일,A
3475,4354,스위치,,명,명사,名詞,switch,C
3476,4355,신세,02,명,명사,名詞,~를 망치다,C
3477,4357,알아내다,,동,동사,動詞,,C
3478,4358,암,08,명,명사,名詞,癌,B
3479,4360,야단,01,명,명사,名詞,惹端,C
3480,4363,엔,01,의,의존 명사,依存名詞,&일en,B
3481,4364,연결,01,명,명사,名詞,連結,C
3482,4365,연관,06,명,명사,名詞,聯關,C
3483,4368,용서하다,,동,동사,動詞,容恕-,C
3484,4369,우정,02,명,명사,名詞,友情,C
3485,4371,육군,02,명,명사,名詞,陸軍,C
3486,4372,음식점,,명,명사,名詞,飮食店,C
3487,4373,의논하다,,동,동사,動詞,議論-,C
3488,4374,인분,80,의,의존 명사,依存名詞,人分. 3~,B
3489,4380,주요하다,,형,형용사,形容詞,主要-,C
3490,4381,죽,"03, 07","부, 명","부사, 명사","副詞, 名詞","줄을 ~ 긋다, 粥",B
3491,4383,차마,,부,부사,副詞,,C
3492,4384,참조,02,명,명사,名詞,參照,C
3493,4388,타고나다,,동,동사,動詞,,C
3494,4393,향수,04,명,명사,名詞,香水,B
3495,4394,허용되다,,동,동사,動詞,許容-,C
3496,4397,가입,,명,명사,名詞,加入,C
3497,4402,과자,02,명,명사,名詞,菓子,A
3498,4403,교체,01,명,명사,名詞,交替,C
3499,4405,김,"01, 03, 04","명, 의","명사, 의존 명사","名詞, 依存名詞","~이 서리다, 해초",B
3500,4407,꼬마,,명,명사,名詞,,C
3501,4408,끝없이,,부,부사,副詞,,C
3502,4409,나르다,01,동,동사,動詞,,C
3503,4411,놀리다,01,동,동사,動詞,흉을 보다,C
3504,4412,늘어놓다,,동,동사,動詞,,C
3505,4413,닫히다,,동,동사,動詞,,B
3506,4415,대표하다,,동,동사,動詞,代表-,C
3507,4416,대학교,,명,명사,名詞,大學校,A
3508,4418,돼지고기,,명,명사,名詞,,A
